Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
MFCC_K150_ENN|s76|a0.05,0.5644,0.5652,0.4762,0.6032,0.43
MFCC_K150_ENN|s76|a0.01,0.5644,0.5652,0.4762,0.6032,0.43
MFCC_K150_ENN|s76|a0.001,0.5644,0.5652,0.4762,0.6032,0.43
K130|ENN4|s33|a0.05|lr0.0005,0.5644,0.5652,0.5317,0.5833,0.73
K130|ENN4|s33|a0.05|lr0.0003,0.5644,0.5652,0.5159,0.5833,0.715
K130|ENN4|s33|a0.01|lr0.0005,0.5644,0.5652,0.5317,0.5833,0.73
K125|ENN3|s21|a0.01|lr0.001,0.5644,0.5652,0.5714,0.5833,0.645
arch300x200x100x50x25|s0|a0.0001|lr0.001,0.5644,0.5652,0.5079,0.5833,0.485
K112|ENN4|s33|a0.0001|lr0.0005,0.5644,0.5652,0.4762,0.5833,0.76
K112|ENN4|s33|a0.0001|lr0.0003,0.5644,0.5652,0.4762,0.5833,0.745
K112|ENN4|s33|a0.05|lr0.001,0.5644,0.5652,0.4762,0.5833,0.735
K112|ENN4|s33|a0.05|lr0.0005,0.5644,0.5652,0.4762,0.5833,0.76
K108|ENN4|s99|a0.0001|lr0.001,0.5644,0.5652,0.5159,0.6032,0.49
arch300x200x100x50x25|s0|a0.01|lr0.001,0.5644,0.5652,0.5079,0.5833,0.485
arch300x200x100x50x25|s0|a0.001|lr0.001,0.5644,0.5652,0.5079,0.5833,0.485
K90|ENN4|s99|a0.001|lr0.0005,0.5644,0.5652,0.5556,0.6032,0.585
K90|ENN4|s99|a0.0001|lr0.0005,0.5644,0.5652,0.5556,0.6032,0.585
K105|ENN3|s99|a0.0001|lr0.001,0.5644,0.5652,0.6032,0.5833,0.94
K130|ENN4|s33|a0.001|lr0.0005,0.5644,0.5652,0.5317,0.5833,0.73
K130|ENN4|s33|a0.001|lr0.0003,0.5644,0.5652,0.5159,0.5833,0.715
K112|ENN4|s33|a0.05|lr0.0003,0.5644,0.5652,0.4762,0.5833,0.745
K108|ENN5|s42|a0.05|lr0.0005,0.5644,0.5652,0.5794,0.5833,0.62
K90|ENN3|s42|a0.05|lr0.0005,0.5644,0.5652,0.5397,0.5833,0.455
K90|ENN3|s42|a0.05|lr0.0003,0.5644,0.5652,0.5317,0.5833,0.45
K90|ENN3|s42|a0.01|lr0.0003,0.5644,0.5652,0.5317,0.5833,0.45
K90|ENN3|s42|a0.001|lr0.0003,0.5644,0.5652,0.5317,0.5833,0.45
K90|ENN3|s42|a0.0001|lr0.0003,0.5644,0.5652,0.5317,0.5833,0.45
arch300x200x100x50x25|s76|a0.01|lr0.001,0.5644,0.5652,0.5397,0.6032,0.9
K108|ENN5|s42|a0.001|lr0.0005,0.5644,0.5652,0.5714,0.5833,0.63
K108|ENN5|s42|a0.0001|lr0.0005,0.5644,0.5652,0.5714,0.5833,0.63
K108|ENN5|s99|a0.05|lr0.0005,0.5644,0.5652,0.5635,0.6032,0.495
MFCC_K100_ENN|s42|a0.05,0.5644,0.5652,0.5476,0.5833,0.46
MFCC_K100_ENN|s42|a0.01,0.5644,0.5652,0.5397,0.5833,0.46
K105|ENN3|s99|a0.05|lr0.001,0.5644,0.5652,0.619,0.5833,0.925
K112|ENN4|s33|a0.001|lr0.0005,0.5644,0.5652,0.4762,0.5833,0.76
K112|ENN4|s33|a0.001|lr0.0003,0.5644,0.5652,0.4762,0.5833,0.755
K108|ENN5|s42|a0.01|lr0.0005,0.5644,0.5652,0.5714,0.5833,0.62
arch400x300x200x100|s0|a0.01|lr0.001,0.5644,0.5652,0.6349,0.5833,0.94
K120|ENN2|s7|a0.05|lr0.0003,0.5644,0.5652,0.5079,0.5833,0.455
K120|ENN2|s7|a0.01|lr0.001,0.5644,0.5652,0.5238,0.6032,0.475
K120|ENN2|s7|a0.01|lr0.0005,0.5644,0.5652,0.5159,0.5833,0.46
K120|ENN2|s7|a0.01|lr0.0003,0.5644,0.5652,0.5079,0.5833,0.455
K120|ENN2|s7|a0.001|lr0.001,0.5644,0.5652,0.4841,0.6032,0.39
K120|ENN2|s7|a0.001|lr0.0005,0.5644,0.5652,0.5079,0.5833,0.46
K120|ENN2|s7|a0.001|lr0.0003,0.5644,0.5652,0.5079,0.5833,0.455
K120|ENN2|s7|a0.0001|lr0.001,0.5644,0.5652,0.5238,0.6032,0.475
K120|ENN2|s7|a0.0001|lr0.0005,0.5644,0.5652,0.5079,0.5833,0.46
K120|ENN2|s7|a0.0001|lr0.0003,0.5644,0.5652,0.5079,0.5833,0.455
K112|ENN2|s7|a0.01|lr0.0005,0.5644,0.5652,0.4841,0.5833,0.775
K112|ENN2|s7|a0.001|lr0.0005,0.5644,0.5652,0.4762,0.5833,0.78
K111|ENN5|s76|a0.01|lr0.001,0.5644,0.5652,0.5556,0.6032,0.525
K111|ENN5|s76|a0.001|lr0.001,0.5644,0.5652,0.5556,0.6032,0.515
K111|ENN5|s76|a0.0001|lr0.001,0.5644,0.5652,0.5556,0.6032,0.52
K111|ENN5|s99|a0.0001|lr0.0005,0.5644,0.5652,0.5476,0.5833,0.56
K111|ENN5|s99|a0.001|lr0.0005,0.5644,0.5652,0.5476,0.5833,0.56
K111|ENN5|s21|a0.001|lr0.0005,0.5644,0.5652,0.4762,0.6032,0.82
K111|ENN5|s21|a0.0001|lr0.0005,0.5644,0.5652,0.4762,0.6032,0.83
K111|ENN5|s76|a0.05|lr0.001,0.5644,0.5652,0.5556,0.6032,0.53
K111|ENN5|s99|a0.05|lr0.0005,0.5644,0.5652,0.5476,0.5833,0.56
K111|ENN5|s99|a0.01|lr0.0005,0.5644,0.5652,0.5476,0.5833,0.56
arch500x250x100x50|s13|a0.001|lr0.001,0.5644,0.5652,0.5794,0.5833,0.795
K112|ENN5|s21|a0.05|lr0.001,0.5644,0.5652,0.5,0.5833,0.51
K112|ENN5|s21|a0.01|lr0.001,0.5644,0.5652,0.5079,0.5833,0.505
K112|ENN5|s21|a0.001|lr0.001,0.5644,0.5652,0.5079,0.5833,0.505
K112|ENN5|s21|a0.0001|lr0.001,0.5644,0.5652,0.5079,0.5833,0.5
K90|ENN4|s99|a0.01|lr0.0005,0.5644,0.5652,0.5556,0.6032,0.585
K100|ENN2|s99|a0.01|lr0.0005,0.5644,0.5652,0.5873,0.6032,0.865
K95|ENN2|s76|a0.001|lr0.001,0.5644,0.5652,0.619,0.6032,0.93
K120|ENN2|s42|a0.05|lr0.0005,0.5644,0.5652,0.5397,0.6032,0.525
K120|ENN2|s42|a0.01|lr0.0003,0.5644,0.5652,0.5476,0.6032,0.53
K95|ENN2|s76|a0.01|lr0.001,0.5644,0.5652,0.6032,0.5833,0.94
MFCC_K100_ENN|s42|a0.001,0.5644,0.5652,0.5476,0.5833,0.46
arch600x300x150x75|s76|a0.001|lr0.001,0.5644,0.5652,0.5476,0.5833,0.55
arch600x300x150x75|s76|a0.0001|lr0.001,0.5644,0.5652,0.5397,0.5833,0.55
K105|ENN5|s21|a0.001|lr0.0003,0.5644,0.5652,0.5794,0.6032,0.435
K105|ENN5|s21|a0.0001|lr0.0003,0.5644,0.5652,0.5794,0.6032,0.435
K111|ENN2|s21|a0.01|lr0.0005,0.5644,0.5652,0.5079,0.5833,0.63
K111|ENN2|s21|a0.001|lr0.0005,0.5644,0.5652,0.5079,0.5833,0.625
K111|ENN3|s13|a0.05|lr0.001,0.5644,0.5652,0.6111,0.6032,0.75
K130|ENN4|s33|a0.0001|lr0.0005,0.5644,0.5652,0.5317,0.5833,0.73
K130|ENN4|s33|a0.0001|lr0.0003,0.5644,0.5652,0.5159,0.5833,0.715
K111|ENN2|s21|a0.0001|lr0.0005,0.5644,0.5652,0.5079,0.5833,0.625
K111|ENN2|s21|a0.05|lr0.0005,0.5644,0.5652,0.5159,0.5833,0.625
K112|ENN2|s7|a0.0001|lr0.0005,0.5644,0.5652,0.4762,0.5833,0.775
K100|ENN2|s76|a0.05|lr0.001,0.5644,0.5652,0.5635,0.6032,0.9
K110|ENN5|s33|a0.01|lr0.001,0.5644,0.5652,0.5556,0.5833,0.5
K110|ENN5|s33|a0.001|lr0.001,0.5644,0.5652,0.5556,0.5833,0.5
K110|ENN5|s33|a0.0001|lr0.001,0.5644,0.5652,0.5556,0.5833,0.5
K95|ENN3|s7|a0.01|lr0.001,0.5644,0.5652,0.5794,0.6032,0.94
K107|ENN3|s21|a0.01|lr0.0003,0.5644,0.5652,0.4921,0.6032,0.535
K107|ENN3|s21|a0.001|lr0.0003,0.5644,0.5652,0.4921,0.6032,0.535
K107|ENN3|s21|a0.0001|lr0.0003,0.5644,0.5652,0.4921,0.6032,0.535
K107|ENN3|s21|a0.05|lr0.0003,0.5644,0.5652,0.4921,0.6032,0.535
K120|ENN2|s42|a0.001|lr0.0003,0.5644,0.5652,0.5476,0.6032,0.53
K120|ENN2|s42|a0.0001|lr0.0003,0.5644,0.5652,0.5556,0.6032,0.53
arch600x300x150x75|s76|a0.05|lr0.001,0.5644,0.5652,0.5476,0.5833,0.56
arch600x300x150x75|s76|a0.01|lr0.001,0.5644,0.5652,0.5476,0.5833,0.57
K130|ENN3|s13|a0.0001|lr0.0003,0.5577,0.5652,0.5,0.5635,0.595
K90|ENN4|s0|a0.01|lr0.0005,0.5577,0.5652,0.5159,0.5635,0.64
K115|ENN3|s13|a0.05|lr0.0005,0.5577,0.5652,0.5079,0.5635,0.385
K90|ENN4|s0|a0.05|lr0.0005,0.5577,0.5652,0.5159,0.5635,0.64
Fusion3_K80_ENN|s13|a0.01,0.5577,0.5652,0.5,0.623,0.45
K100|ENN5|s99|a0.0001|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.585
K100|ENN5|s99|a0.001|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.585
K107|ENN2|s42|a0.0001|lr0.0005,0.5577,0.5652,0.5317,0.5635,0.54
K130|ENN4|s33|a0.0001|lr0.001,0.5577,0.5652,0.5159,0.5635,0.76
K95|ENN5|s42|a0.0001|lr0.001,0.5577,0.5652,0.5079,0.5635,0.815
K95|ENN5|s42|a0.001|lr0.001,0.5577,0.5652,0.5079,0.5635,0.81
K125|ENN2|s0|a0.05|lr0.001,0.5577,0.5652,0.5397,0.5635,0.82
K125|ENN2|s76|a0.05|lr0.0005,0.5577,0.5652,0.5,0.5635,0.91
K125|ENN2|s76|a0.05|lr0.001,0.5577,0.5652,0.5238,0.5635,0.93
K125|ENN2|s0|a0.001|lr0.001,0.5577,0.5652,0.5397,0.5635,0.855
K125|ENN2|s0|a0.01|lr0.001,0.5577,0.5652,0.5317,0.5635,0.85
K111|ENN2|s13|a0.05|lr0.001,0.5577,0.5652,0.5476,0.5635,0.59
K111|ENN2|s13|a0.0001|lr0.001,0.5577,0.5652,0.5238,0.5635,0.59
K111|ENN2|s13|a0.001|lr0.001,0.5577,0.5652,0.5317,0.5635,0.59
K107|ENN4|s21|a0.001|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.545
K107|ENN4|s21|a0.01|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.545
K107|ENN4|s21|a0.05|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.545
K120|ENN4|s0|a0.001|lr0.0005,0.5577,0.5652,0.5476,0.5635,0.66
K107|ENN2|s21|a0.05|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.545
K107|ENN2|s21|a0.0001|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.545
K107|ENN2|s21|a0.001|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.545
K130|ENN2|s76|a0.05|lr0.0005,0.5577,0.5652,0.5238,0.5635,0.595
MFCC_K80_ENN|s76|a0.001,0.5577,0.5652,0.5317,0.623,0.635
MFCC_K80_ENN|s76|a0.05,0.5577,0.5652,0.5238,0.623,0.635
K100|ENN2|s33|a0.0001|lr0.001,0.5577,0.5652,0.5476,0.623,0.88
K107|ENN5|s21|a0.05|lr0.0003,0.5577,0.5652,0.4524,0.5635,0.545
K115|ENN4|s0|a0.01|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.6
K115|ENN4|s0|a0.01|lr0.0005,0.5577,0.5652,0.4841,0.5635,0.61
K115|ENN4|s0|a0.01|lr0.001,0.5577,0.5652,0.4762,0.5635,0.64
K115|ENN4|s0|a0.05|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.6
K115|ENN4|s0|a0.05|lr0.0005,0.5577,0.5652,0.4762,0.5635,0.61
K130|ENN2|s76|a0.0001|lr0.0005,0.5577,0.5652,0.5238,0.5635,0.59
K130|ENN2|s76|a0.0001|lr0.001,0.5577,0.5652,0.5159,0.5635,0.64
K130|ENN2|s76|a0.001|lr0.0005,0.5577,0.5652,0.5238,0.5635,0.59
K130|ENN2|s76|a0.01|lr0.0005,0.5577,0.5652,0.5238,0.5635,0.58
K108|ENN4|s76|a0.0001|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.545
K125|ENN3|s7|a0.001|lr0.0005,0.5577,0.5652,0.5476,0.623,0.44
K113|ENN5|s42|a0.01|lr0.001,0.5577,0.5652,0.5556,0.5635,0.805
K113|ENN5|s13|a0.0001|lr0.0005,0.5577,0.5652,0.4921,0.5635,0.575
K107|ENN2|s42|a0.001|lr0.0005,0.5577,0.5652,0.5317,0.5635,0.54
K125|ENN3|s7|a0.01|lr0.0005,0.5577,0.5652,0.5397,0.623,0.44
K125|ENN3|s7|a0.05|lr0.0005,0.5577,0.5652,0.5397,0.623,0.44
K107|ENN4|s21|a0.0001|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.545
K108|ENN4|s76|a0.001|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.545
K130|ENN2|s76|a0.01|lr0.001,0.5577,0.5652,0.5159,0.5635,0.65
K107|ENN5|s76|a0.01|lr0.001,0.5577,0.5652,0.5159,0.623,0.39
K112|ENN2|s13|a0.001|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.525
K112|ENN2|s13|a0.01|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.525
K112|ENN2|s13|a0.05|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.525
K130|ENN3|s13|a0.001|lr0.0005,0.5577,0.5652,0.4762,0.5635,0.6
K130|ENN3|s13|a0.001|lr0.001,0.5577,0.5652,0.4762,0.5635,0.6
K130|ENN3|s13|a0.01|lr0.0005,0.5577,0.5652,0.4762,0.5635,0.6
K100|ENN5|s99|a0.01|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.585
K100|ENN5|s99|a0.05|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.585
K125|ENN4|s76|a0.001|lr0.001,0.5577,0.5652,0.4524,0.5635,0.74
K130|ENN3|s13|a0.0001|lr0.0005,0.5577,0.5652,0.4762,0.5635,0.595
K130|ENN3|s13|a0.0001|lr0.001,0.5577,0.5652,0.4841,0.5635,0.6
K107|ENN2|s21|a0.01|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.545
K125|ENN4|s76|a0.01|lr0.0003,0.5577,0.5652,0.4524,0.5635,0.735
K125|ENN4|s76|a0.01|lr0.0005,0.5577,0.5652,0.4524,0.5635,0.735
K125|ENN4|s76|a0.01|lr0.001,0.5577,0.5652,0.4524,0.5635,0.74
K108|ENN4|s76|a0.01|lr0.0003,0.5577,0.5652,0.5238,0.5635,0.545
K108|ENN3|s99|a0.05|lr0.0005,0.5577,0.5652,0.5238,0.623,0.465
K113|ENN4|s13|a0.0001|lr0.001,0.5577,0.5652,0.746,0.623,0.86
K113|ENN4|s13|a0.001|lr0.001,0.5577,0.5652,0.746,0.623,0.855
K113|ENN4|s13|a0.01|lr0.001,0.5577,0.5652,0.746,0.623,0.845
K130|ENN4|s33|a0.01|lr0.001,0.5577,0.5652,0.5159,0.5635,0.765
K130|ENN4|s33|a0.05|lr0.001,0.5577,0.5652,0.5159,0.5635,0.76
K90|ENN3|s13|a0.001|lr0.001,0.5577,0.5652,0.5079,0.5635,0.565
K90|ENN4|s0|a0.001|lr0.0005,0.5577,0.5652,0.5159,0.5635,0.64
K115|ENN3|s13|a0.0001|lr0.0005,0.5577,0.5652,0.5079,0.5635,0.385
K115|ENN3|s13|a0.001|lr0.0005,0.5577,0.5652,0.5,0.5635,0.385
K125|ENN3|s7|a0.0001|lr0.0005,0.5577,0.5652,0.5476,0.623,0.44
K113|ENN5|s42|a0.001|lr0.001,0.5577,0.5652,0.5556,0.5635,0.805
K130|ENN3|s13|a0.01|lr0.001,0.5577,0.5652,0.4841,0.5635,0.605
K130|ENN3|s13|a0.05|lr0.0005,0.5577,0.5652,0.4762,0.5635,0.595
K130|ENN3|s13|a0.05|lr0.001,0.5577,0.5652,0.4841,0.5635,0.605
K107|ENN5|s21|a0.0001|lr0.0003,0.5577,0.5652,0.4603,0.5635,0.545
K107|ENN5|s21|a0.001|lr0.0003,0.5577,0.5652,0.4603,0.5635,0.545
K107|ENN5|s21|a0.01|lr0.0003,0.5577,0.5652,0.4603,0.5635,0.545
K90|ENN3|s13|a0.0001|lr0.001,0.5577,0.5652,0.5079,0.5635,0.565
K108|ENN5|s7|a0.05|lr0.001,0.5577,0.5652,0.5556,0.623,0.41
K125|ENN2|s76|a0.0001|lr0.0005,0.5577,0.5652,0.5079,0.5635,0.91
K115|ENN4|s0|a0.0001|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.605
K115|ENN4|s0|a0.0001|lr0.0005,0.5577,0.5652,0.4841,0.5635,0.61
K113|ENN5|s13|a0.01|lr0.0005,0.5577,0.5652,0.4921,0.5635,0.575
K115|ENN3|s13|a0.01|lr0.0005,0.5577,0.5652,0.5079,0.5635,0.385
K125|ENN5|s0|a0.05|lr0.001,0.5577,0.5652,0.5476,0.5635,0.615
K95|ENN5|s42|a0.01|lr0.001,0.5577,0.5652,0.5079,0.5635,0.81
K95|ENN5|s42|a0.05|lr0.001,0.5577,0.5652,0.5079,0.5635,0.8
K100|ENN2|s33|a0.001|lr0.001,0.5577,0.5652,0.5476,0.623,0.88
K100|ENN2|s33|a0.01|lr0.001,0.5577,0.5652,0.5476,0.623,0.87
K113|ENN5|s13|a0.001|lr0.0005,0.5577,0.5652,0.4921,0.5635,0.575
K95|ENN5|s76|a0.05|lr0.0003,0.5577,0.5652,0.5714,0.5635,0.53
K112|ENN4|s99|a0.001|lr0.001,0.5577,0.5652,0.4921,0.5635,0.715
K112|ENN4|s99|a0.01|lr0.001,0.5577,0.5652,0.5,0.5635,0.715
K108|ENN5|s42|a0.001|lr0.001,0.5577,0.5652,0.5556,0.623,0.1
K125|ENN2|s76|a0.01|lr0.0005,0.5577,0.5652,0.5079,0.5635,0.91
K108|ENN5|s7|a0.0001|lr0.001,0.5577,0.5652,0.5476,0.623,0.405
K108|ENN5|s7|a0.001|lr0.001,0.5577,0.5652,0.5476,0.623,0.4
K108|ENN5|s7|a0.01|lr0.001,0.5577,0.5652,0.5556,0.623,0.41
K125|ENN4|s76|a0.05|lr0.0003,0.5577,0.5652,0.4524,0.5635,0.735
K125|ENN3|s21|a0.01|lr0.0005,0.5577,0.5652,0.5556,0.623,0.57
K125|ENN3|s21|a0.05|lr0.0005,0.5577,0.5652,0.5556,0.623,0.57
K130|ENN4|s33|a0.001|lr0.001,0.5577,0.5652,0.5159,0.5635,0.765
K130|ENN3|s13|a0.001|lr0.0003,0.5577,0.5652,0.5,0.5635,0.6
K120|ENN4|s0|a0.01|lr0.0005,0.5577,0.5652,0.5556,0.5635,0.66
K125|ENN4|s76|a0.0001|lr0.0003,0.5577,0.5652,0.4524,0.5635,0.735
K125|ENN4|s76|a0.0001|lr0.0005,0.5577,0.5652,0.4524,0.5635,0.735
K115|ENN4|s0|a0.0001|lr0.001,0.5577,0.5652,0.4762,0.5635,0.64
K130|ENN4|s42|a0.05|lr0.001,0.5577,0.5652,0.6032,0.5635,0.945
K125|ENN2|s76|a0.001|lr0.0005,0.5577,0.5652,0.5,0.5635,0.915
K125|ENN4|s76|a0.001|lr0.0003,0.5577,0.5652,0.4524,0.5635,0.735
K125|ENN4|s76|a0.001|lr0.0005,0.5577,0.5652,0.4603,0.5635,0.735
K112|ENN2|s13|a0.0001|lr0.0003,0.5577,0.5652,0.4841,0.5635,0.525
K125|ENN4|s76|a0.0001|lr0.001,0.5577,0.5652,0.4524,0.5635,0.74
K115|ENN4|s0|a0.001|lr0.001,0.5577,0.5652,0.4762,0.5635,0.64
arch300x200x100x50x25|s76|a0.001|lr0.001,0.5577,0.5652,0.5317,0.623,0.555
K125|ENN4|s76|a0.05|lr0.0005,0.5577,0.5652,0.4603,0.5635,0.735
K125|ENN4|s76|a0.05|lr0.001,0.5577,0.5652,0.4524,0.5635,0.735
K105|ENN4|s7|a0.01|lr0.0005,0.5577,0.5652,0.6032,0.5635,0.945
K105|ENN4|s7|a0.0001|lr0.0005,0.5577,0.5652,0.6032,0.5635,0.94
K105|ENN3|s99|a0.001|lr0.001,0.5577,0.5652,0.6111,0.623,0.415
K105|ENN3|s99|a0.01|lr0.001,0.5577,0.5652,0.6111,0.623,0.435
K90|ENN4|s99|a0.001|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.585
K115|ENN4|s0|a0.05|lr0.001,0.5577,0.5652,0.4762,0.5635,0.64
K115|ENN4|s0|a0.001|lr0.0003,0.5577,0.5652,0.4921,0.5635,0.605
K115|ENN4|s0|a0.001|lr0.0005,0.5577,0.5652,0.4841,0.5635,0.61
K108|ENN5|s0|a0.0001|lr0.0003,0.5577,0.5652,0.4206,0.5635,0.525
K108|ENN5|s0|a0.001|lr0.0003,0.5577,0.5652,0.4286,0.5635,0.525
K108|ENN5|s0|a0.01|lr0.0003,0.5577,0.5652,0.4286,0.5635,0.525
K108|ENN5|s0|a0.05|lr0.0003,0.5577,0.5652,0.4286,0.5635,0.525
K108|ENN5|s42|a0.0001|lr0.001,0.5577,0.5652,0.5556,0.623,0.1
K108|ENN5|s42|a0.01|lr0.001,0.5577,0.5652,0.5556,0.623,0.1
K108|ENN5|s42|a0.05|lr0.001,0.5577,0.5652,0.5476,0.623,0.1
K130|ENN4|s42|a0.01|lr0.001,0.5577,0.5652,0.5952,0.5635,0.935
K90|ENN4|s99|a0.0001|lr0.0003,0.5577,0.5652,0.5,0.5635,0.585
K90|ENN3|s13|a0.01|lr0.001,0.5577,0.5652,0.5079,0.5635,0.565
K90|ENN3|s13|a0.05|lr0.001,0.5577,0.5652,0.5079,0.5635,0.565
MFCC_K110_ENN|s0|a0.001,0.5577,0.5652,0.5635,0.5635,0.6
MFCC_K110_ENN|s0|a0.01,0.5577,0.5652,0.5635,0.5635,0.6
Fusion3_K80_ENN|s13|a0.05,0.5577,0.5652,0.5,0.623,0.45
SpecMFCC_K120_ENN|s76|a0.001,0.5577,0.5652,0.5,0.5635,0.515
K120|ENN2|s21|a0.0001|lr0.0003,0.5577,0.5652,0.4683,0.5635,0.595
K120|ENN2|s21|a0.001|lr0.0003,0.5577,0.5652,0.4683,0.5635,0.595
K111|ENN2|s13|a0.01|lr0.001,0.5577,0.5652,0.5397,0.5635,0.59
K95|ENN5|s76|a0.0001|lr0.0003,0.5577,0.5652,0.5794,0.5635,0.53
K95|ENN5|s76|a0.0001|lr0.001,0.5577,0.5652,0.4683,0.5635,0.87
K95|ENN5|s76|a0.001|lr0.0003,0.5577,0.5652,0.5714,0.5635,0.53
K95|ENN5|s76|a0.01|lr0.0003,0.5577,0.5652,0.5794,0.5635,0.53
K120|ENN4|s0|a0.0001|lr0.0005,0.5577,0.5652,0.5556,0.5635,0.66
K120|ENN4|s0|a0.05|lr0.0005,0.5577,0.5652,0.5476,0.5635,0.655
K105|ENN4|s7|a0.001|lr0.0005,0.5577,0.5652,0.6032,0.5635,0.94
Fusion3_K80_ENN|s13|a0.001,0.5577,0.5652,0.5,0.623,0.45
K90|ENN4|s0|a0.0001|lr0.0005,0.5577,0.5652,0.5159,0.5635,0.64
Fusion3_K110_ENN|s76|a0.001,0.5548,0.6087,0.4762,0.5595,0.745
K120|ENN4|s0|a0.0001|lr0.001,0.5548,0.6087,0.5159,0.5595,0.905
K120|ENN5|s42|a0.001|lr0.0003,0.5548,0.6087,0.4444,0.5595,0.525
K112|ENN2|s99|a0.05|lr0.0005,0.5548,0.6087,0.4286,0.5595,0.69
K125|ENN3|s76|a0.01|lr0.001,0.5548,0.6087,0.4921,0.5595,0.93
K125|ENN3|s76|a0.01|lr0.0005,0.5548,0.6087,0.5,0.5595,0.935
K125|ENN3|s76|a0.0001|lr0.001,0.5548,0.6087,0.4921,0.5595,0.93
K112|ENN2|s99|a0.01|lr0.0005,0.5548,0.6087,0.4286,0.5595,0.69
K125|ENN3|s76|a0.001|lr0.001,0.5548,0.6087,0.4921,0.5595,0.925
K125|ENN3|s76|a0.0001|lr0.0005,0.5548,0.6087,0.5079,0.5595,0.94
K90|ENN2|s99|a0.05|lr0.001,0.5548,0.6087,0.4921,0.5595,0.595
K115|ENN4|s13|a0.0001|lr0.0005,0.5548,0.6087,0.4127,0.5595,0.46
K115|ENN4|s13|a0.001|lr0.0005,0.5548,0.6087,0.4127,0.5595,0.46
K115|ENN4|s13|a0.01|lr0.0005,0.5548,0.6087,0.4127,0.5595,0.455
K112|ENN2|s99|a0.001|lr0.0005,0.5548,0.6087,0.4286,0.5595,0.69
K90|ENN3|s0|a0.01|lr0.0003,0.5548,0.6087,0.4286,0.5595,0.655
K115|ENN5|s13|a0.0001|lr0.0003,0.5548,0.6087,0.4127,0.5595,0.47
K125|ENN5|s0|a0.01|lr0.001,0.5548,0.6087,0.5397,0.5595,0.665
K113|ENN5|s21|a0.05|lr0.0005,0.5548,0.6087,0.4365,0.5595,0.795
K108|ENN4|s76|a0.05|lr0.0003,0.5548,0.6087,0.5238,0.5595,0.56
K113|ENN5|s21|a0.001|lr0.0003,0.5548,0.6087,0.4365,0.5595,0.785
K115|ENN5|s13|a0.01|lr0.0005,0.5548,0.6087,0.4206,0.5595,0.505
K125|ENN3|s21|a0.05|lr0.0003,0.5548,0.6087,0.5159,0.5595,0.73
K107|ENN5|s42|a0.001|lr0.0005,0.5548,0.6087,0.5079,0.5595,0.565
K107|ENN5|s42|a0.01|lr0.0005,0.5548,0.6087,0.5079,0.5595,0.565
K120|ENN4|s0|a0.001|lr0.001,0.5548,0.6087,0.5159,0.5595,0.905
K120|ENN4|s0|a0.01|lr0.001,0.5548,0.6087,0.5159,0.5595,0.905
K112|ENN4|s0|a0.0001|lr0.001,0.5548,0.6087,0.4683,0.5595,0.61
K108|ENN2|s0|a0.001|lr0.0003,0.5548,0.6087,0.5397,0.5595,0.56
Fusion3_K110_ENN|s76|a0.01,0.5548,0.6087,0.4762,0.5595,0.74
Fusion3_K110_ENN|s76|a0.05,0.5548,0.6087,0.4762,0.5595,0.74
K120|ENN4|s0|a0.05|lr0.001,0.5548,0.6087,0.5159,0.5595,0.9
K113|ENN5|s21|a0.0001|lr0.0003,0.5548,0.6087,0.4365,0.5595,0.785
K115|ENN5|s13|a0.05|lr0.0005,0.5548,0.6087,0.4286,0.5595,0.495
K115|ENN5|s13|a0.05|lr0.0003,0.5548,0.6087,0.4127,0.5595,0.465
arch500x250x100x50|s13|a0.05|lr0.0003,0.5548,0.6087,0.5397,0.5595,0.595
K113|ENN5|s21|a0.01|lr0.0003,0.5548,0.6087,0.4365,0.5595,0.785
K90|ENN2|s99|a0.0001|lr0.001,0.5548,0.6087,0.4921,0.5595,0.595
K90|ENN2|s99|a0.01|lr0.001,0.5548,0.6087,0.4921,0.5595,0.595
K90|ENN2|s99|a0.001|lr0.001,0.5548,0.6087,0.4921,0.5595,0.595
K112|ENN4|s0|a0.001|lr0.001,0.5548,0.6087,0.4683,0.5595,0.61
K112|ENN4|s0|a0.01|lr0.0003,0.5548,0.6087,0.4444,0.5595,0.605
