Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
K90|ENN4|s42|a0.01|lr0.0005,0.6734,0.6957,0.6111,0.6706,0.515
K90|ENN4|s42|a0.05|lr0.0005,0.6734,0.6957,0.619,0.6706,0.515
K108|ENN3|s99|a0.05|lr0.001,0.6734,0.6957,0.6111,0.6706,0.6
K95|ENN2|s7|a0.001|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.565
K95|ENN2|s7|a0.01|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.565
K95|ENN2|s7|a0.05|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.565
K130|ENN3|s33|a0.05|lr0.0005,0.6734,0.6957,0.6587,0.6706,0.7
K108|ENN3|s0|a0.0001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.605
K90|ENN4|s7|a0.0001|lr0.0005,0.6734,0.6957,0.5952,0.6706,0.54
K108|ENN3|s33|a0.05|lr0.0005,0.6734,0.6957,0.5873,0.6706,0.635
K95|ENN2|s21|a0.0001|lr0.0003,0.6734,0.6957,0.7222,0.6706,0.555
K95|ENN2|s21|a0.001|lr0.0003,0.6734,0.6957,0.7222,0.6706,0.555
K95|ENN2|s21|a0.01|lr0.0003,0.6734,0.6957,0.7222,0.6706,0.555
K108|ENN3|s21|a0.0001|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.64
K108|ENN3|s21|a0.05|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.64
K90|ENN5|s33|a0.001|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.56
K107|ENN4|s7|a0.0001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.87
K107|ENN4|s7|a0.0001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.9
MFCC_K100_ENN|s76|a0.001,0.6734,0.6957,0.5952,0.6706,0.68
MFCC_K100_ENN|s76|a0.01,0.6734,0.6957,0.6032,0.6706,0.68
MFCC_K100_ENN|s76|a0.05,0.6734,0.6957,0.6032,0.6706,0.68
K108|ENN2|s0|a0.001|lr0.001,0.6734,0.6957,0.6429,0.6706,0.605
K108|ENN2|s0|a0.01|lr0.001,0.6734,0.6957,0.6429,0.6706,0.605
K108|ENN2|s0|a0.05|lr0.001,0.6734,0.6957,0.6429,0.6706,0.6
K108|ENN2|s13|a0.001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.93
K105|ENN5|s7|a0.001|lr0.001,0.6734,0.6957,0.5952,0.6706,0.685
K105|ENN5|s7|a0.01|lr0.001,0.6734,0.6957,0.5952,0.6706,0.685
K90|ENN2|s21|a0.05|lr0.0003,0.6734,0.6957,0.6905,0.6706,0.57
K115|ENN4|s99|a0.0001|lr0.0003,0.6734,0.6957,0.7302,0.6706,0.54
arch500x250x100x50|s42|a0.05|lr0.0003,0.6734,0.6957,0.7143,0.6706,0.59
K120|ENN3|s7|a0.001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.48
K105|ENN4|s76|a0.0001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.6
K105|ENN4|s76|a0.001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.6
K105|ENN4|s76|a0.01|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.6
K105|ENN5|s7|a0.05|lr0.001,0.6734,0.6957,0.5952,0.6706,0.685
K120|ENN3|s7|a0.0001|lr0.001,0.6734,0.6957,0.627,0.6706,0.49
K109|ENN3|s76|a0.0001|lr0.001,0.6734,0.6957,0.7143,0.6706,0.57
K109|ENN3|s76|a0.001|lr0.001,0.6734,0.6957,0.7143,0.6706,0.57
K109|ENN3|s76|a0.01|lr0.001,0.6734,0.6957,0.7143,0.6706,0.57
K115|ENN4|s99|a0.001|lr0.0003,0.6734,0.6957,0.7302,0.6706,0.54
K115|ENN4|s99|a0.01|lr0.0003,0.6734,0.6957,0.7302,0.6706,0.54
K115|ENN4|s99|a0.05|lr0.0003,0.6734,0.6957,0.7302,0.6706,0.54
arch400x300x200x100|s99|a0.0001|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.66
arch400x300x200x100|s99|a0.001|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.66
arch300x150x75x25|s13|a0.01|lr0.0003,0.6734,0.6957,0.6508,0.6706,0.57
arch300x150x75x25|s13|a0.05|lr0.0003,0.6734,0.6957,0.6508,0.6706,0.57
K109|ENN3|s76|a0.05|lr0.001,0.6734,0.6957,0.6984,0.6706,0.57
K112|ENN5|s33|a0.0001|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.705
K112|ENN5|s33|a0.001|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.705
K120|ENN3|s7|a0.01|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.48
K120|ENN3|s7|a0.01|lr0.0005,0.6734,0.6957,0.627,0.6706,0.485
K120|ENN3|s7|a0.01|lr0.001,0.6734,0.6957,0.627,0.6706,0.49
K120|ENN3|s7|a0.05|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.48
arch400x300x200x100|s99|a0.01|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.66
arch400x300x200x100|s99|a0.05|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.66
arch300x150x75x25|s13|a0.0001|lr0.0003,0.6734,0.6957,0.6508,0.6706,0.57
arch300x150x75x25|s13|a0.001|lr0.0003,0.6734,0.6957,0.6508,0.6706,0.57
K108|ENN2|s0|a0.0001|lr0.001,0.6734,0.6957,0.6429,0.6706,0.605
K120|ENN3|s7|a0.05|lr0.001,0.6734,0.6957,0.627,0.6706,0.485
K120|ENN3|s76|a0.05|lr0.001,0.6734,0.6957,0.6429,0.6706,0.785
K111|ENN4|s33|a0.0001|lr0.001,0.6734,0.6957,0.6667,0.6706,0.91
K111|ENN4|s33|a0.001|lr0.001,0.6734,0.6957,0.6667,0.6706,0.91
K95|ENN2|s21|a0.05|lr0.0003,0.6734,0.6957,0.7222,0.6706,0.555
K115|ENN2|s33|a0.05|lr0.001,0.6734,0.6957,0.6587,0.6706,0.56
arch400x200x100x50|s21|a0.01|lr0.001,0.6734,0.6957,0.6508,0.6706,0.62
K112|ENN3|s33|a0.01|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.89
K112|ENN3|s33|a0.01|lr0.001,0.6734,0.6957,0.6984,0.6706,0.91
K112|ENN3|s33|a0.05|lr0.0003,0.6734,0.6957,0.6825,0.6706,0.86
K112|ENN3|s33|a0.05|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.89
K125|ENN3|s13|a0.001|lr0.0005,0.6734,0.6957,0.619,0.6706,0.535
K125|ENN3|s13|a0.001|lr0.001,0.6734,0.6957,0.627,0.6706,0.54
K90|ENN5|s33|a0.0001|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.56
K112|ENN3|s33|a0.001|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.895
K107|ENN4|s7|a0.001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.87
K107|ENN4|s7|a0.001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.9
K95|ENN3|s0|a0.001|lr0.0003,0.6734,0.6957,0.5635,0.6706,0.59
K95|ENN3|s0|a0.01|lr0.0003,0.6734,0.6957,0.5635,0.6706,0.59
K112|ENN3|s33|a0.05|lr0.001,0.6734,0.6957,0.6905,0.6706,0.9
K112|ENN3|s33|a0.0001|lr0.0003,0.6734,0.6957,0.6825,0.6706,0.865
K125|ENN3|s13|a0.01|lr0.0005,0.6734,0.6957,0.619,0.6706,0.535
K125|ENN3|s13|a0.01|lr0.001,0.6734,0.6957,0.627,0.6706,0.54
K125|ENN3|s13|a0.05|lr0.0005,0.6734,0.6957,0.6111,0.6706,0.535
K125|ENN3|s13|a0.05|lr0.001,0.6734,0.6957,0.619,0.6706,0.54
K90|ENN3|s7|a0.05|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.54
K90|ENN3|s7|a0.05|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.53
K120|ENN3|s76|a0.0001|lr0.001,0.6734,0.6957,0.6429,0.6706,0.79
K105|ENN4|s76|a0.01|lr0.0005,0.6734,0.6957,0.619,0.6706,0.61
arch400x300x200x100|s76|a0.0001|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.875
arch400x300x200x100|s76|a0.0001|lr0.0005,0.6734,0.6957,0.6587,0.6706,0.91
arch400x200x100x50|s21|a0.05|lr0.001,0.6734,0.6957,0.6508,0.6706,0.62
K90|ENN5|s33|a0.01|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.56
K105|ENN4|s42|a0.0001|lr0.001,0.6734,0.6957,0.6587,0.6706,0.89
K90|ENN5|s33|a0.05|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.56
K115|ENN2|s33|a0.001|lr0.001,0.6734,0.6957,0.6508,0.6706,0.56
K115|ENN2|s33|a0.01|lr0.001,0.6734,0.6957,0.6508,0.6706,0.56
K109|ENN4|s0|a0.0001|lr0.001,0.6734,0.6957,0.627,0.6706,0.665
K109|ENN4|s0|a0.01|lr0.001,0.6734,0.6957,0.619,0.6706,0.665
arch400x200x100x50|s21|a0.0001|lr0.001,0.6734,0.6957,0.6508,0.6706,0.62
K115|ENN2|s33|a0.0001|lr0.001,0.6734,0.6957,0.6508,0.6706,0.56
K115|ENN2|s33|a0.001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.545
K112|ENN3|s33|a0.001|lr0.001,0.6734,0.6957,0.6984,0.6706,0.9
K112|ENN3|s33|a0.01|lr0.0003,0.6734,0.6957,0.6905,0.6706,0.87
K108|ENN2|s42|a0.05|lr0.001,0.6734,0.6957,0.6508,0.6706,0.92
K90|ENN3|s7|a0.001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.54
K90|ENN3|s7|a0.001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.53
K90|ENN3|s7|a0.01|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.54
K90|ENN3|s7|a0.01|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.53
K107|ENN2|s99|a0.01|lr0.0005,0.6734,0.6957,0.6905,0.6706,0.835
arch400x300x200x100|s76|a0.001|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.875
arch400x300x200x100|s76|a0.001|lr0.0005,0.6734,0.6957,0.6587,0.6706,0.91
K105|ENN2|s42|a0.05|lr0.001,0.6734,0.6957,0.6746,0.6706,0.855
arch256x128x64x32|s0|a0.001|lr0.001,0.6734,0.6957,0.6825,0.6706,0.565
arch256x128x64x32|s0|a0.01|lr0.001,0.6734,0.6957,0.6825,0.6706,0.565
arch256x128x64x32|s0|a0.05|lr0.001,0.6734,0.6957,0.6905,0.6706,0.565
K120|ENN3|s7|a0.0001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.475
K120|ENN3|s7|a0.0001|lr0.0005,0.6734,0.6957,0.627,0.6706,0.485
K112|ENN3|s33|a0.0001|lr0.0005,0.6734,0.6957,0.6984,0.6706,0.895
K112|ENN3|s33|a0.0001|lr0.001,0.6734,0.6957,0.6984,0.6706,0.9
K112|ENN3|s33|a0.001|lr0.0003,0.6734,0.6957,0.6825,0.6706,0.865
K113|ENN5|s99|a0.01|lr0.0003,0.6734,0.6957,0.6984,0.6706,0.79
K113|ENN5|s99|a0.05|lr0.0003,0.6734,0.6957,0.7063,0.6706,0.79
K105|ENN2|s76|a0.001|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.595
K105|ENN2|s76|a0.01|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.61
arch400x200x100x50|s21|a0.001|lr0.001,0.6734,0.6957,0.6508,0.6706,0.62
K125|ENN3|s42|a0.001|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.9
K125|ENN3|s42|a0.01|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.9
K125|ENN3|s13|a0.0001|lr0.0005,0.6734,0.6957,0.619,0.6706,0.535
K105|ENN3|s21|a0.01|lr0.001,0.6734,0.6957,0.627,0.6706,0.505
K130|ENN5|s0|a0.0001|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.56
K130|ENN5|s0|a0.001|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.56
K108|ENN5|s33|a0.0001|lr0.0003,0.6734,0.6957,0.619,0.6706,0.63
K108|ENN5|s33|a0.001|lr0.0003,0.6734,0.6957,0.619,0.6706,0.63
K130|ENN5|s0|a0.01|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.56
K130|ENN5|s0|a0.05|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.56
K105|ENN2|s42|a0.0001|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.82
K105|ENN2|s42|a0.01|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.815
K105|ENN2|s42|a0.05|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.805
K113|ENN5|s99|a0.001|lr0.0003,0.6734,0.6957,0.6984,0.6706,0.79
K111|ENN4|s7|a0.01|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.625
K111|ENN4|s7|a0.05|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.625
K111|ENN4|s7|a0.0001|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.625
K108|ENN2|s21|a0.01|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.915
arch256x128x64x32|s0|a0.0001|lr0.001,0.6734,0.6957,0.6825,0.6706,0.565
K107|ENN4|s7|a0.05|lr0.001,0.6734,0.6957,0.619,0.6706,0.895
K108|ENN2|s21|a0.0001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.915
K108|ENN2|s21|a0.001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.915
K105|ENN4|s42|a0.001|lr0.001,0.6734,0.6957,0.6508,0.6706,0.89
K105|ENN4|s42|a0.01|lr0.001,0.6734,0.6957,0.6587,0.6706,0.89
K109|ENN4|s0|a0.001|lr0.001,0.6734,0.6957,0.627,0.6706,0.665
K110|ENN3|s0|a0.01|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.8
K108|ENN2|s42|a0.001|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.855
K108|ENN2|s42|a0.001|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.88
K108|ENN2|s42|a0.01|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.855
K108|ENN2|s42|a0.01|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.88
K108|ENN2|s42|a0.05|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.855
K108|ENN2|s42|a0.05|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.88
K109|ENN4|s21|a0.0001|lr0.0003,0.6734,0.6957,0.5476,0.6706,0.59
K125|ENN3|s13|a0.0001|lr0.001,0.6734,0.6957,0.627,0.6706,0.54
K105|ENN3|s21|a0.001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.505
K90|ENN3|s7|a0.0001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.53
K108|ENN2|s13|a0.0001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.93
K130|ENN2|s42|a0.05|lr0.001,0.6734,0.6957,0.6905,0.6706,0.58
K108|ENN2|s42|a0.0001|lr0.0005,0.6734,0.6957,0.6667,0.6706,0.885
K105|ENN4|s7|a0.05|lr0.0005,0.6734,0.6957,0.6111,0.6706,0.945
K125|ENN4|s99|a0.001|lr0.0005,0.6734,0.6957,0.5635,0.6706,0.84
K125|ENN3|s42|a0.0001|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.905
K120|ENN5|s13|a0.0001|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.695
K105|ENN2|s76|a0.05|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.61
K130|ENN4|s21|a0.001|lr0.0003,0.6734,0.6957,0.6429,0.6706,0.835
K130|ENN4|s21|a0.001|lr0.001,0.6734,0.6957,0.619,0.6706,0.895
K130|ENN4|s21|a0.01|lr0.0003,0.6734,0.6957,0.6429,0.6706,0.835
K130|ENN4|s21|a0.01|lr0.0005,0.6734,0.6957,0.6349,0.6706,0.765
arch500x250x100x50|s7|a0.0001|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.51
K107|ENN4|s7|a0.01|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.87
K107|ENN4|s7|a0.01|lr0.001,0.6734,0.6957,0.619,0.6706,0.895
K130|ENN4|s21|a0.05|lr0.0003,0.6734,0.6957,0.6429,0.6706,0.83
K130|ENN4|s21|a0.05|lr0.0005,0.6734,0.6957,0.627,0.6706,0.765
K130|ENN4|s21|a0.05|lr0.001,0.6734,0.6957,0.627,0.6706,0.89
K108|ENN5|s7|a0.0001|lr0.0005,0.6734,0.6957,0.6429,0.6706,0.905
arch500x250x100x50|s7|a0.01|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.525
K108|ENN5|s7|a0.05|lr0.0005,0.6734,0.6957,0.6429,0.6706,0.89
K105|ENN2|s76|a0.0001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.61
K111|ENN4|s33|a0.01|lr0.001,0.6734,0.6957,0.6667,0.6706,0.91
K111|ENN4|s33|a0.05|lr0.001,0.6734,0.6957,0.6667,0.6706,0.91
K111|ENN4|s7|a0.001|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.625
K108|ENN5|s33|a0.01|lr0.0003,0.6734,0.6957,0.619,0.6706,0.63
K108|ENN5|s33|a0.05|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.63
K108|ENN5|s7|a0.001|lr0.0005,0.6734,0.6957,0.6429,0.6706,0.895
K108|ENN5|s7|a0.01|lr0.0005,0.6734,0.6957,0.6429,0.6706,0.895
K108|ENN5|s33|a0.05|lr0.0005,0.6734,0.6957,0.6508,0.6706,0.65
K90|ENN3|s7|a0.0001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.54
K95|ENN2|s42|a0.01|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.925
K109|ENN4|s21|a0.001|lr0.0005,0.6734,0.6957,0.5556,0.6706,0.605
K109|ENN4|s0|a0.05|lr0.001,0.6734,0.6957,0.619,0.6706,0.665
K110|ENN3|s0|a0.0001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.8
K109|ENN4|s21|a0.01|lr0.0003,0.6734,0.6957,0.5476,0.6706,0.59
K109|ENN4|s21|a0.01|lr0.0005,0.6734,0.6957,0.5556,0.6706,0.605
K130|ENN4|s7|a0.001|lr0.001,0.6734,0.6957,0.627,0.6706,0.865
K130|ENN4|s7|a0.01|lr0.001,0.6734,0.6957,0.627,0.6706,0.86
K130|ENN4|s7|a0.05|lr0.001,0.6734,0.6957,0.6349,0.6706,0.865
K130|ENN4|s21|a0.0001|lr0.0003,0.6734,0.6957,0.6429,0.6706,0.835
K130|ENN4|s21|a0.0001|lr0.001,0.6734,0.6957,0.619,0.6706,0.895
arch500x250x100x50|s7|a0.0001|lr0.0005,0.6734,0.6957,0.6905,0.6706,0.525
arch500x250x100x50|s7|a0.001|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.51
arch500x250x100x50|s7|a0.001|lr0.0005,0.6734,0.6957,0.6905,0.6706,0.525
arch500x250x100x50|s7|a0.01|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.51
K130|ENN4|s21|a0.01|lr0.001,0.6734,0.6957,0.627,0.6706,0.895
arch300x200x100x50x25|s13|a0.0001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.54
K95|ENN2|s7|a0.0001|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.565
K120|ENN2|s99|a0.001|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.53
K113|ENN5|s99|a0.0001|lr0.0003,0.6734,0.6957,0.6984,0.6706,0.79
K90|ENN2|s21|a0.0001|lr0.0003,0.6734,0.6957,0.6905,0.6706,0.57
K90|ENN2|s21|a0.001|lr0.0003,0.6734,0.6957,0.6905,0.6706,0.57
K90|ENN2|s21|a0.01|lr0.0003,0.6734,0.6957,0.6905,0.6706,0.57
K108|ENN2|s21|a0.05|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.91
K105|ENN3|s21|a0.0001|lr0.001,0.6734,0.6957,0.6349,0.6706,0.505
K120|ENN2|s99|a0.0001|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.53
arch400x300x200x100|s76|a0.05|lr0.001,0.6734,0.6957,0.6746,0.6706,0.93
arch500x250x100x50|s7|a0.05|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.51
arch500x250x100x50|s7|a0.05|lr0.0005,0.6734,0.6957,0.6905,0.6706,0.525
K115|ENN2|s33|a0.0001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.545
K95|ENN2|s42|a0.0001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.925
K95|ENN2|s42|a0.001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.925
K120|ENN5|s13|a0.0001|lr0.001,0.6734,0.6957,0.5952,0.6706,0.685
K120|ENN5|s13|a0.001|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.695
K120|ENN5|s13|a0.001|lr0.0005,0.6734,0.6957,0.5873,0.6706,0.705
K120|ENN5|s13|a0.001|lr0.001,0.6734,0.6957,0.5952,0.6706,0.685
K130|ENN3|s33|a0.0001|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.7
K100|ENN3|s21|a0.01|lr0.001,0.6734,0.6957,0.6111,0.6706,0.49
K100|ENN3|s21|a0.05|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.48
K100|ENN3|s21|a0.05|lr0.0005,0.6734,0.6957,0.6111,0.6706,0.485
K100|ENN3|s21|a0.05|lr0.001,0.6734,0.6957,0.6111,0.6706,0.49
K120|ENN2|s13|a0.0001|lr0.0003,0.6734,0.6957,0.619,0.6706,0.59
K120|ENN2|s13|a0.001|lr0.0003,0.6734,0.6957,0.619,0.6706,0.59
K120|ENN2|s13|a0.01|lr0.0003,0.6734,0.6957,0.6429,0.6706,0.59
K120|ENN2|s13|a0.05|lr0.0003,0.6734,0.6957,0.619,0.6706,0.59
arch300x200x100x50x25|s13|a0.001|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.54
K130|ENN4|s7|a0.0001|lr0.001,0.6734,0.6957,0.627,0.6706,0.865
arch300x200x100x50x25|s13|a0.0001|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.51
K100|ENN3|s21|a0.01|lr0.0005,0.6734,0.6957,0.6111,0.6706,0.485
K108|ENN3|s21|a0.05|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.63
K120|ENN2|s99|a0.01|lr0.0005,0.6734,0.6957,0.6905,0.6706,0.53
K120|ENN2|s99|a0.05|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.53
K108|ENN3|s0|a0.05|lr0.001,0.6734,0.6957,0.6349,0.6706,0.605
K109|ENN4|s21|a0.05|lr0.0003,0.6734,0.6957,0.5556,0.6706,0.59
K90|ENN4|s7|a0.001|lr0.0005,0.6734,0.6957,0.5952,0.6706,0.54
K90|ENN4|s7|a0.01|lr0.0005,0.6734,0.6957,0.5952,0.6706,0.54
K90|ENN4|s7|a0.05|lr0.0005,0.6734,0.6957,0.5952,0.6706,0.54
K108|ENN2|s42|a0.0001|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.855
K125|ENN4|s99|a0.0001|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.835
K125|ENN4|s99|a0.0001|lr0.0005,0.6734,0.6957,0.5635,0.6706,0.84
K125|ENN4|s99|a0.0001|lr0.001,0.6734,0.6957,0.5397,0.6706,0.84
K125|ENN4|s99|a0.001|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.84
K109|ENN4|s21|a0.05|lr0.0005,0.6734,0.6957,0.5556,0.6706,0.605
K120|ENN5|s13|a0.0001|lr0.0005,0.6734,0.6957,0.5952,0.6706,0.705
K112|ENN5|s33|a0.05|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.705
arch400x300x200x100|s76|a0.01|lr0.0005,0.6734,0.6957,0.6587,0.6706,0.91
K120|ENN5|s13|a0.01|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.695
K120|ENN5|s13|a0.01|lr0.0005,0.6734,0.6957,0.5873,0.6706,0.705
K120|ENN5|s13|a0.01|lr0.001,0.6734,0.6957,0.5952,0.6706,0.685
K120|ENN5|s13|a0.05|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.715
K120|ENN5|s13|a0.05|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.705
K120|ENN5|s13|a0.05|lr0.001,0.6734,0.6957,0.6032,0.6706,0.685
K120|ENN5|s0|a0.0001|lr0.0003,0.6734,0.6957,0.5476,0.6706,0.805
K109|ENN4|s21|a0.0001|lr0.0005,0.6734,0.6957,0.5556,0.6706,0.605
K109|ENN4|s21|a0.001|lr0.0003,0.6734,0.6957,0.5476,0.6706,0.59
K105|ENN5|s7|a0.0001|lr0.001,0.6734,0.6957,0.5873,0.6706,0.685
K105|ENN5|s76|a0.05|lr0.0003,0.6734,0.6957,0.5794,0.6706,0.505
K100|ENN3|s21|a0.0001|lr0.001,0.6734,0.6957,0.6111,0.6706,0.49
K100|ENN3|s21|a0.001|lr0.0005,0.6734,0.6957,0.6111,0.6706,0.485
K100|ENN3|s21|a0.001|lr0.001,0.6734,0.6957,0.6111,0.6706,0.49
K120|ENN3|s42|a0.0001|lr0.001,0.6734,0.6957,0.5794,0.6706,0.92
K120|ENN3|s42|a0.001|lr0.0003,0.6734,0.6957,0.5952,0.6706,0.85
K130|ENN2|s42|a0.0001|lr0.001,0.6734,0.6957,0.6905,0.6706,0.58
K130|ENN2|s42|a0.001|lr0.001,0.6734,0.6957,0.6905,0.6706,0.58
K130|ENN2|s42|a0.01|lr0.001,0.6734,0.6957,0.6905,0.6706,0.58
K120|ENN3|s42|a0.05|lr0.0003,0.6734,0.6957,0.6032,0.6706,0.86
K109|ENN5|s21|a0.001|lr0.0005,0.6734,0.6957,0.5159,0.6706,0.6
K109|ENN5|s21|a0.001|lr0.001,0.6734,0.6957,0.5397,0.6706,0.63
K95|ENN2|s0|a0.0001|lr0.0005,0.6734,0.6957,0.6032,0.6706,0.605
K95|ENN2|s0|a0.001|lr0.0003,0.6734,0.6957,0.5714,0.6706,0.59
K108|ENN3|s33|a0.01|lr0.0005,0.6734,0.6957,0.5952,0.6706,0.635
K108|ENN3|s33|a0.05|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.64
arch300x200x100x50x25|s13|a0.01|lr0.0005,0.6734,0.6957,0.6746,0.6706,0.54
arch300x200x100x50x25|s13|a0.05|lr0.0003,0.6734,0.6957,0.6111,0.6706,0.51
arch300x200x100x50x25|s13|a0.05|lr0.0005,0.6734,0.6957,0.6825,0.6706,0.535
K112|ENN5|s33|a0.01|lr0.0003,0.6734,0.6957,0.6746,0.6706,0.705
K108|ENN3|s99|a0.001|lr0.001,0.6734,0.6957,0.6111,0.6706,0.6
K108|ENN3|s99|a0.01|lr0.001,0.6734,0.6957,0.6111,0.6706,0.6
K112|ENN3|s13|a0.0001|lr0.0003,0.6734,0.6957,0.7063,0.6706,0.52
K112|ENN3|s13|a0.001|lr0.0003,0.6734,0.6957,0.7063,0.6706,0.52
K112|ENN3|s13|a0.01|lr0.0003,0.6734,0.6957,0.7063,0.6706,0.52
K112|ENN3|s13|a0.05|lr0.0003,0.6734,0.6957,0.7063,0.6706,0.52
K130|ENN3|s33|a0.0001|lr0.0005,0.6734,0.6957,0.6587,0.6706,0.7
K130|ENN3|s33|a0.001|lr0.0003,0.6734,0.6957,0.6667,0.6706,0.7
K130|ENN3|s33|a0.001|lr0.0005,0.6734,0.6957,0.6587,0.6706,0.7
