Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
MLP_s238_a0.001_lr0.0005,0.5893,0.6522,0.5635,0.5952,0.5
MLP_s242_a0.001_lr0.0005,0.5893,0.6522,0.4444,0.5952,0.55
MLP_s103_a0.001_lr0.0005,0.5893,0.6522,0.4921,0.5952,0.8
MLP_s103_a0.001_lr0.001,0.5893,0.6522,0.5397,0.5952,0.67
MLP_s103_a0.01_lr0.0005,0.5893,0.6522,0.5,0.5952,0.72
MLP_s103_a0.01_lr0.001,0.5893,0.6522,0.5397,0.5952,0.72
MLP_s103_a0.05_lr0.0005,0.5893,0.6522,0.4921,0.5952,0.77
MLP_s103_a0.05_lr0.001,0.5893,0.6522,0.5317,0.5952,0.73
K60|smote|a0.05|s76,0.5893,0.6522,0.4921,0.5952,0.6
K60|border|a0.001|s76,0.5893,0.6522,0.4921,0.5952,0.6
SM_K80|smote|s13|a0.05,0.5893,0.6522,0.4127,0.5952,0.54
SM_K100|smote|s0|a0.001,0.5893,0.6522,0.5,0.5952,0.5
SM_K100|smote|s0|a0.01,0.5893,0.6522,0.5,0.5952,0.5
SM_K100|border|s13|a0.05,0.5893,0.6522,0.5317,0.5952,0.65
SM_K100|border|s0|a0.001,0.5893,0.6522,0.4762,0.5952,0.53
SM_K100|border|s0|a0.01,0.5893,0.6522,0.4762,0.5952,0.53
SM_K100|border|s0|a0.05,0.5893,0.6522,0.4762,0.5952,0.53
SM_K120|smote|s13|a0.001,0.5893,0.6522,0.5238,0.5952,0.5
MLP_s166_a0.001_lr0.0005,0.5893,0.6522,0.5079,0.5952,0.6
MLP_s24_a0.01_lr0.001,0.5893,0.6522,0.5714,0.5952,0.56
K150|enn|a0.001|s99,0.5893,0.6522,0.5397,0.5952,0.83
K150|enn|a0.01|s99,0.5893,0.6522,0.5397,0.5952,0.82
K150|enn|a0.05|s99,0.5893,0.6522,0.5397,0.5952,0.82
MLP_s98_a0.001_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.49
MLP_s98_a0.01_lr0.0005,0.5893,0.6522,0.4762,0.5952,0.49
MLP_s229_a0.05_lr0.001,0.5893,0.6522,0.5238,0.5952,0.51
SM_K80|smote|s13|a0.001,0.5893,0.6522,0.4127,0.5952,0.54
SM_K80|smote|s13|a0.01,0.5893,0.6522,0.4127,0.5952,0.54
MLP_s253_a0.01_lr0.001,0.5893,0.6522,0.5397,0.5952,0.63
MLP_s276_a0.05_lr0.001,0.5893,0.6522,0.5476,0.5952,0.42
K70|enn|a0.01|s76,0.5893,0.6522,0.5079,0.5952,0.52
K70|enn|a0.05|s76,0.5893,0.6522,0.5079,0.5952,0.52
K60|tomek|a0.05|s13,0.5893,0.6522,0.5159,0.5952,0.46
MLP_s98_a0.05_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.5
K70|smote|a0.001|s42,0.5893,0.6522,0.4921,0.5952,0.55
K70|smote|a0.01|s42,0.5893,0.6522,0.4841,0.5952,0.55
MLP_s276_a0.01_lr0.0005,0.5893,0.6522,0.5556,0.5952,0.43
MLP_s186_a0.001_lr0.001,0.5893,0.6522,0.5317,0.5952,0.55
MLP_s186_a0.01_lr0.001,0.5893,0.6522,0.5317,0.5952,0.55
MLP_s186_a0.05_lr0.001,0.5893,0.6522,0.5397,0.5952,0.55
MLP_s276_a0.01_lr0.001,0.5893,0.6522,0.5476,0.5952,0.41
SM_K100|smote|s0|a0.05,0.5893,0.6522,0.5079,0.5952,0.5
SM_K100|border|s13|a0.001,0.5893,0.6522,0.5317,0.5952,0.66
MLP_s14_a0.01_lr0.001,0.5893,0.6522,0.4841,0.5952,0.54
MLP_s14_a0.05_lr0.001,0.5893,0.6522,0.4841,0.5952,0.54
K70|smote|a0.05|s42,0.5893,0.6522,0.5,0.5952,0.55
K70|border|a0.001|s0,0.5893,0.6522,0.4365,0.5952,0.55
K70|border|a0.01|s0,0.5893,0.6522,0.4365,0.5952,0.55
K70|border|a0.05|s0,0.5893,0.6522,0.4365,0.5952,0.55
SM_K120|border|s76|a0.05,0.5893,0.6522,0.5714,0.5952,0.53
SM_K120|enn|s99|a0.001,0.5893,0.6522,0.5635,0.5952,0.55
SM_K120|enn|s99|a0.01,0.5893,0.6522,0.5635,0.5952,0.55
SM_K120|enn|s99|a0.05,0.5893,0.6522,0.5635,0.5952,0.55
SM_K150|border|s13|a0.01,0.5893,0.6522,0.4683,0.5952,0.47
SM_K150|border|s13|a0.05,0.5893,0.6522,0.4683,0.5952,0.47
SM_K150|border|s42|a0.001,0.5893,0.6522,0.4365,0.5952,0.58
SM_K150|border|s42|a0.01,0.5893,0.6522,0.4286,0.5952,0.57
MLP_s258_a0.05_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.52
MLP_s117_a0.001_lr0.001,0.5893,0.6522,0.4841,0.5952,0.69
MLP_s264_a0.01_lr0.0005,0.5893,0.6522,0.5476,0.5952,0.46
MLP_s264_a0.05_lr0.0005,0.5893,0.6522,0.5952,0.5952,0.46
MLP_s256_a0.001_lr0.0005,0.5893,0.6522,0.5159,0.5952,0.54
MLP_s256_a0.001_lr0.001,0.5893,0.6522,0.5317,0.5952,0.57
MLP_s256_a0.01_lr0.0005,0.5893,0.6522,0.5159,0.5952,0.54
MLP_s256_a0.01_lr0.001,0.5893,0.6522,0.5317,0.5952,0.57
MLP_s276_a0.001_lr0.0005,0.5893,0.6522,0.5556,0.5952,0.44
MLP_s169_a0.05_lr0.001,0.5893,0.6522,0.4365,0.5952,0.48
MLP_s170_a0.001_lr0.001,0.5893,0.6522,0.5556,0.5952,0.51
SM_K150|smote|s42|a0.001,0.5893,0.6522,0.5238,0.5952,0.6
SM_K120|smote|s13|a0.01,0.5893,0.6522,0.5238,0.5952,0.5
K60|border|a0.01|s76,0.5893,0.6522,0.4921,0.5952,0.6
K60|border|a0.05|s76,0.5893,0.6522,0.4921,0.5952,0.6
K60|adasyn|a0.001|s42,0.5893,0.6522,0.4921,0.5952,0.81
MLP_s129_a0.05_lr0.001,0.5893,0.6522,0.619,0.5952,0.53
K60|adasyn|a0.01|s42,0.5893,0.6522,0.4841,0.5952,0.81
MLP_s0_a0.001_lr0.0005,0.5818,0.6957,0.4841,0.6111,0.56
MLP_s0_a0.001_lr0.001,0.5818,0.6957,0.5,0.6111,0.6
MLP_s0_a0.01_lr0.0005,0.5818,0.6957,0.4841,0.6111,0.56
MLP_s0_a0.01_lr0.001,0.5818,0.6957,0.5,0.6111,0.6
MLP_s0_a0.05_lr0.0005,0.5818,0.6957,0.4841,0.6111,0.56
MLP_s258_a0.05_lr0.001,0.5818,0.6957,0.4524,0.6111,0.54
K60|tomek|a0.01|s42,0.5818,0.6957,0.5159,0.6111,0.67
K60|tomek|a0.001|s42,0.5818,0.6957,0.5159,0.6111,0.67
K70|tomek|a0.01|s76,0.5818,0.6957,0.4365,0.6111,0.53
K60|tomek|a0.05|s42,0.5818,0.6957,0.5159,0.6111,0.67
MLP_s96_a0.05_lr0.001,0.5818,0.6957,0.4921,0.6111,0.56
MLP_s96_a0.05_lr0.0005,0.5818,0.6957,0.4603,0.6111,0.58
MLP_s96_a0.01_lr0.001,0.5818,0.6957,0.4921,0.6111,0.56
MLP_s96_a0.01_lr0.0005,0.5818,0.6957,0.4603,0.6111,0.58
MLP_s96_a0.001_lr0.001,0.5818,0.6957,0.4921,0.6111,0.56
MLP_s96_a0.001_lr0.0005,0.5818,0.6957,0.4603,0.6111,0.58
MLP_s231_a0.05_lr0.0005,0.5818,0.6957,0.4921,0.6111,0.55
K90|smote|a0.01|s99,0.5818,0.6957,0.4444,0.6111,0.61
K90|smote|a0.001|s99,0.5818,0.6957,0.4444,0.6111,0.61
MLP_s89_a0.01_lr0.001,0.5818,0.6957,0.4841,0.6111,0.66
MLP_s89_a0.001_lr0.001,0.5818,0.6957,0.4762,0.6111,0.68
K90|border|a0.05|s99,0.5818,0.6957,0.4127,0.6111,0.6
K90|border|a0.05|s13,0.5818,0.6957,0.5794,0.6111,0.56
K90|border|a0.01|s99,0.5818,0.6957,0.4127,0.6111,0.6
K90|border|a0.01|s13,0.5818,0.6957,0.5635,0.6111,0.56
K90|border|a0.001|s99,0.5818,0.6957,0.4127,0.6111,0.6
K90|border|a0.001|s13,0.5818,0.6957,0.5794,0.6111,0.56
K90|smote|a0.05|s99,0.5818,0.6957,0.4444,0.6111,0.61
K90|enn|a0.05|s99,0.5818,0.6957,0.5,0.6111,0.63
K90|enn|a0.01|s99,0.5818,0.6957,0.5,0.6111,0.63
K90|enn|a0.001|s99,0.5818,0.6957,0.5,0.6111,0.63
K90|tomek|a0.05|s99,0.5818,0.6957,0.4444,0.6111,0.6
K90|tomek|a0.01|s99,0.5818,0.6957,0.4444,0.6111,0.6
K90|tomek|a0.001|s99,0.5818,0.6957,0.4444,0.6111,0.6
MLP_s298_a0.05_lr0.0005,0.5818,0.6957,0.4841,0.6111,0.6
MLP_s298_a0.01_lr0.0005,0.5818,0.6957,0.4762,0.6111,0.6
MLP_s298_a0.001_lr0.0005,0.5818,0.6957,0.4762,0.6111,0.6
MLP_s220_a0.01_lr0.0005,0.5818,0.6957,0.4762,0.6111,0.57
MLP_s220_a0.001_lr0.0005,0.5818,0.6957,0.4841,0.6111,0.57
MLP_s215_a0.05_lr0.001,0.5818,0.6957,0.4365,0.6111,0.55
MLP_s215_a0.05_lr0.0005,0.5818,0.6957,0.4524,0.6111,0.55
MLP_s215_a0.01_lr0.001,0.5818,0.6957,0.4365,0.6111,0.55
MLP_s215_a0.01_lr0.0005,0.5818,0.6957,0.4524,0.6111,0.55
MLP_s215_a0.001_lr0.001,0.5818,0.6957,0.4365,0.6111,0.55
MLP_s215_a0.001_lr0.0005,0.5818,0.6957,0.4524,0.6111,0.55
MLP_s214_a0.05_lr0.001,0.5818,0.6957,0.5159,0.6111,0.79
MLP_s214_a0.01_lr0.001,0.5818,0.6957,0.5159,0.6111,0.79
MLP_s214_a0.001_lr0.001,0.5818,0.6957,0.5159,0.6111,0.79
K110|border|a0.01|s76,0.5818,0.6957,0.5397,0.6111,0.72
MLP_s68_a0.05_lr0.001,0.5818,0.6957,0.4603,0.6111,0.6
MLP_s68_a0.05_lr0.0005,0.5818,0.6957,0.4444,0.6111,0.61
MLP_s68_a0.01_lr0.001,0.5818,0.6957,0.4524,0.6111,0.6
MLP_s68_a0.01_lr0.0005,0.5818,0.6957,0.4365,0.6111,0.61
MLP_s68_a0.001_lr0.001,0.5818,0.6957,0.4603,0.6111,0.6
MLP_s68_a0.001_lr0.0005,0.5818,0.6957,0.4365,0.6111,0.61
MLP_s201_a0.001_lr0.001,0.5818,0.6957,0.5397,0.6111,0.54
K130|border|a0.01|s42,0.5818,0.6957,0.5397,0.6111,0.58
K130|border|a0.001|s42,0.5818,0.6957,0.5397,0.6111,0.58
MLP_s201_a0.05_lr0.001,0.5818,0.6957,0.5556,0.6111,0.54
MLP_s201_a0.01_lr0.001,0.5818,0.6957,0.5476,0.6111,0.54
K150|border|a0.05|s99,0.5818,0.6957,0.4841,0.6111,0.59
K150|border|a0.01|s99,0.5818,0.6957,0.4762,0.6111,0.59
K150|border|a0.001|s99,0.5818,0.6957,0.4762,0.6111,0.59
K130|border|a0.05|s42,0.5818,0.6957,0.5476,0.6111,0.58
MLP_s160_a0.01_lr0.0005,0.5818,0.6957,0.5,0.6111,0.63
MLP_s160_a0.001_lr0.001,0.5818,0.6957,0.5,0.6111,0.64
MLP_s124_a0.05_lr0.001,0.5818,0.6957,0.5317,0.6111,0.64
MLP_s124_a0.05_lr0.0005,0.5818,0.6957,0.5397,0.6111,0.63
MLP_s124_a0.01_lr0.001,0.5818,0.6957,0.5079,0.6111,0.65
MLP_s160_a0.05_lr0.001,0.5818,0.6957,0.5,0.6111,0.64
MLP_s160_a0.05_lr0.0005,0.5818,0.6957,0.5,0.6111,0.62
MLP_s160_a0.01_lr0.001,0.5818,0.6957,0.5,0.6111,0.63
K200|border|a0.05|s99,0.5818,0.6957,0.4524,0.6111,0.58
K200|border|a0.01|s99,0.5818,0.6957,0.4603,0.6111,0.58
K200|border|a0.001|s99,0.5818,0.6957,0.4603,0.6111,0.58
K200|tomek|a0.05|s99,0.5818,0.6957,0.4365,0.6111,0.59
K200|tomek|a0.01|s99,0.5818,0.6957,0.4365,0.6111,0.59
K200|tomek|a0.001|s99,0.5818,0.6957,0.4365,0.6111,0.59
MLP_s124_a0.001_lr0.001,0.5818,0.6957,0.4762,0.6111,0.65
MLP_s124_a0.001_lr0.0005,0.5818,0.6957,0.5238,0.6111,0.64
MLP_s252_a0.01_lr0.001,0.5818,0.6957,0.4841,0.6111,0.66
MLP_s252_a0.001_lr0.001,0.5818,0.6957,0.4841,0.6111,0.66
W4.0|K100|s13|a0.001,0.5818,0.6957,0.4365,0.6111,0.51
W3.0|K100|s13|a0.05,0.5818,0.6957,0.4444,0.6111,0.51
W3.0|K100|s13|a0.01,0.5818,0.6957,0.4365,0.6111,0.51
W3.0|K100|s13|a0.001,0.5818,0.6957,0.4365,0.6111,0.51
W2.0|K100|s13|a0.05,0.5818,0.6957,0.4444,0.6111,0.51
W2.0|K100|s13|a0.01,0.5818,0.6957,0.4365,0.6111,0.51
W2.0|K100|s13|a0.001,0.5818,0.6957,0.4365,0.6111,0.51
MLP_s23_a0.05_lr0.001,0.5818,0.6957,0.4603,0.6111,0.58
MLP_s23_a0.01_lr0.001,0.5818,0.6957,0.4603,0.6111,0.58
MLP_s23_a0.001_lr0.001,0.5818,0.6957,0.4603,0.6111,0.58
MLP_s274_a0.05_lr0.001,0.5818,0.6957,0.5556,0.6111,0.62
MLP_s274_a0.01_lr0.001,0.5818,0.6957,0.5635,0.6111,0.62
MLP_s274_a0.001_lr0.001,0.5818,0.6957,0.5476,0.6111,0.61
MLP_s255_a0.01_lr0.001,0.5818,0.6957,0.5397,0.6111,0.55
MLP_s252_a0.05_lr0.001,0.5818,0.6957,0.4841,0.6111,0.66
W6.0|K100|s13|a0.05,0.5818,0.6957,0.4444,0.6111,0.51
W6.0|K100|s13|a0.01,0.5818,0.6957,0.4365,0.6111,0.51
W6.0|K100|s13|a0.001,0.5818,0.6957,0.4365,0.6111,0.51
W5.0|K100|s13|a0.05,0.5818,0.6957,0.4444,0.6111,0.51
W5.0|K100|s13|a0.01,0.5818,0.6957,0.4365,0.6111,0.51
W5.0|K100|s13|a0.001,0.5818,0.6957,0.4365,0.6111,0.51
W4.0|K100|s13|a0.05,0.5818,0.6957,0.4444,0.6111,0.51
W4.0|K100|s13|a0.01,0.5818,0.6957,0.4365,0.6111,0.51
MLP_s179_a0.001_lr0.001,0.5818,0.6957,0.5317,0.6111,0.61
SM_K100|enn|s42|a0.05,0.5818,0.6957,0.4762,0.6111,0.52
SM_K100|enn|s42|a0.001,0.5818,0.6957,0.4762,0.6111,0.52
MLP_s178_a0.05_lr0.001,0.5818,0.6957,0.5397,0.6111,0.6
MLP_s178_a0.05_lr0.0005,0.5818,0.6957,0.5714,0.6111,0.59
MLP_s178_a0.01_lr0.001,0.5818,0.6957,0.5397,0.6111,0.6
MLP_s178_a0.01_lr0.0005,0.5818,0.6957,0.5635,0.6111,0.59
MLP_s178_a0.001_lr0.001,0.5818,0.6957,0.5397,0.6111,0.6
MLP_s178_a0.001_lr0.0005,0.5818,0.6957,0.5714,0.6111,0.59
MLP_s270_a0.001_lr0.001,0.5818,0.6957,0.5238,0.6111,0.64
MLP_s258_a0.01_lr0.001,0.5818,0.6957,0.4444,0.6111,0.54
MLP_s258_a0.001_lr0.001,0.5818,0.6957,0.4444,0.6111,0.54
MLP_s209_a0.05_lr0.0005,0.5801,0.6087,0.5159,0.5794,0.43
MLP_s209_a0.01_lr0.001,0.5801,0.6087,0.5317,0.5794,0.41
MLP_s209_a0.01_lr0.0005,0.5801,0.6087,0.5238,0.5794,0.43
MLP_s209_a0.001_lr0.001,0.5801,0.6087,0.5159,0.5794,0.4
K90|adasyn|a0.001|s76,0.5801,0.6087,0.4524,0.5794,0.42
MLP_s18_a0.01_lr0.001,0.5801,0.6087,0.4444,0.5794,0.47
MLP_s12_a0.05_lr0.001,0.5801,0.6087,0.5159,0.5794,0.41
MLP_s11_a0.05_lr0.0005,0.5801,0.6087,0.5079,0.5794,0.46
MLP_s11_a0.01_lr0.0005,0.5801,0.6087,0.5079,0.5794,0.46
W3.0|K100|s99|a0.05,0.5801,0.6087,0.4921,0.5794,0.5
W3.0|K100|s99|a0.01,0.5801,0.6087,0.4921,0.5794,0.5
W3.0|K100|s99|a0.001,0.5801,0.6087,0.4921,0.5794,0.5
MLP_s272_a0.01_lr0.001,0.5801,0.6087,0.5079,0.5794,0.46
MLP_s271_a0.05_lr0.0005,0.5801,0.6087,0.4603,0.5794,0.51
SM_K120|smote|s99|a0.05,0.5801,0.6087,0.5397,0.5794,0.47
SM_K120|smote|s99|a0.01,0.5801,0.6087,0.5317,0.5794,0.47
MLP_s165_a0.05_lr0.0005,0.5801,0.6087,0.4683,0.5794,0.51
MLP_s165_a0.01_lr0.0005,0.5801,0.6087,0.4841,0.5794,0.51
MLP_s131_a0.001_lr0.0005,0.5801,0.6087,0.4762,0.5794,0.4
MLP_s205_a0.05_lr0.001,0.5801,0.6087,0.5159,0.5794,0.37
K130|adasyn|a0.001|s99,0.5801,0.6087,0.5317,0.5794,0.46
MLP_s131_a0.05_lr0.0005,0.5801,0.6087,0.4683,0.5794,0.44
MLP_s11_a0.001_lr0.0005,0.5801,0.6087,0.5079,0.5794,0.46
MLP_s222_a0.01_lr0.0005,0.5801,0.6087,0.4365,0.5794,0.48
MLP_s97_a0.001_lr0.001,0.5801,0.6087,0.4921,0.5794,0.45
SM_K120|smote|s99|a0.001,0.5801,0.6087,0.5317,0.5794,0.48
MLP_s78_a0.05_lr0.0005,0.5801,0.6087,0.5238,0.5794,0.39
K110|border|a0.05|s13,0.5801,0.6087,0.5079,0.5794,0.63
K110|border|a0.01|s13,0.5801,0.6087,0.4921,0.5794,0.65
K110|border|a0.001|s13,0.5801,0.6087,0.5,0.5794,0.66
MLP_s76_a0.01_lr0.001,0.5801,0.6087,0.4841,0.5794,0.52
MLP_s76_a0.001_lr0.001,0.5801,0.6087,0.4762,0.5794,0.52
MLP_s43_a0.05_lr0.001,0.5801,0.6087,0.4762,0.5794,0.41
MLP_s43_a0.01_lr0.001,0.5801,0.6087,0.4841,0.5794,0.41
MLP_s43_a0.001_lr0.001,0.5801,0.6087,0.4841,0.5794,0.41
K130|adasyn|a0.01|s99,0.5801,0.6087,0.5317,0.5794,0.46
W2.0|K100|s99|a0.05,0.5801,0.6087,0.4921,0.5794,0.5
W2.0|K100|s99|a0.01,0.5801,0.6087,0.4921,0.5794,0.5
W2.0|K100|s99|a0.001,0.5801,0.6087,0.4921,0.5794,0.5
MLP_s204_a0.001_lr0.001,0.5801,0.6087,0.4762,0.5794,0.53
K120|adasyn|a0.001|s13,0.5801,0.6087,0.4286,0.5794,0.36
K80|enn|a0.05|s99,0.5801,0.6087,0.5794,0.5794,0.82
MLP_s271_a0.01_lr0.0005,0.5801,0.6087,0.4683,0.5794,0.51
MLP_s271_a0.001_lr0.0005,0.5801,0.6087,0.4762,0.5794,0.51
MLP_s232_a0.01_lr0.0005,0.5801,0.6087,0.4048,0.5794,0.52
MLP_s232_a0.001_lr0.001,0.5801,0.6087,0.4048,0.5794,0.52
MLP_s232_a0.001_lr0.0005,0.5801,0.6087,0.4048,0.5794,0.52
MLP_s97_a0.05_lr0.001,0.5801,0.6087,0.5,0.5794,0.45
MLP_s97_a0.01_lr0.001,0.5801,0.6087,0.4921,0.5794,0.45
K80|smote|a0.01|s13,0.5801,0.6087,0.4365,0.5794,0.46
K80|smote|a0.001|s13,0.5801,0.6087,0.4365,0.5794,0.46
K80|enn|a0.01|s99,0.5801,0.6087,0.5873,0.5794,0.82
K80|enn|a0.001|s99,0.5801,0.6087,0.6032,0.5794,0.82
MLP_s228_a0.001_lr0.001,0.5801,0.6087,0.4762,0.5794,0.49
MLP_s296_a0.01_lr0.0005,0.5801,0.6087,0.4603,0.5794,0.46
MLP_s244_a0.01_lr0.0005,0.5801,0.6087,0.5079,0.5794,0.52
MLP_s85_a0.05_lr0.001,0.5801,0.6087,0.5159,0.5794,0.47
MLP_s238_a0.05_lr0.001,0.5801,0.6087,0.5476,0.5794,0.53
MLP_s121_a0.05_lr0.0005,0.5801,0.6087,0.5794,0.5794,0.49
MLP_s120_a0.05_lr0.001,0.5801,0.6087,0.4444,0.5794,0.45
MLP_s120_a0.05_lr0.0005,0.5801,0.6087,0.4286,0.5794,0.45
MLP_s120_a0.01_lr0.001,0.5801,0.6087,0.4444,0.5794,0.44
MLP_s120_a0.01_lr0.0005,0.5801,0.6087,0.4286,0.5794,0.45
MLP_s184_a0.05_lr0.001,0.5801,0.6087,0.4921,0.5794,0.32
MLP_s240_a0.001_lr0.001,0.5801,0.6087,0.5794,0.5794,0.35
MLP_s296_a0.05_lr0.001,0.5801,0.6087,0.4762,0.5794,0.45
MLP_s296_a0.05_lr0.0005,0.5801,0.6087,0.4762,0.5794,0.46
MLP_s296_a0.01_lr0.001,0.5801,0.6087,0.4762,0.5794,0.45
W4.0|K100|s99|a0.05,0.5801,0.6087,0.4921,0.5794,0.5
W4.0|K100|s99|a0.01,0.5801,0.6087,0.4921,0.5794,0.5
W5.0|K100|s99|a0.05,0.5801,0.6087,0.4921,0.5794,0.5
MLP_s120_a0.001_lr0.0005,0.5801,0.6087,0.4365,0.5794,0.45
MLP_s184_a0.001_lr0.001,0.5801,0.6087,0.5,0.5794,0.3
MLP_s109_a0.01_lr0.0005,0.5801,0.6087,0.5079,0.5794,0.45
W4.0|K100|s99|a0.001,0.5801,0.6087,0.4921,0.5794,0.5
MLP_s9_a0.001_lr0.001,0.5801,0.6087,0.5,0.5794,0.64
MLP_s244_a0.001_lr0.0005,0.5801,0.6087,0.4762,0.5794,0.47
MLP_s243_a0.05_lr0.001,0.5801,0.6087,0.4683,0.5794,0.48
MLP_s243_a0.001_lr0.001,0.5801,0.6087,0.4762,0.5794,0.47
K130|adasyn|a0.05|s99,0.5801,0.6087,0.5079,0.5794,0.44
MLP_s184_a0.01_lr0.001,0.5801,0.6087,0.5238,0.5794,0.33
K70|tomek|a0.001|s76,0.5801,0.6087,0.4286,0.5794,0.39
SM_K80|border|s99|a0.05,0.5801,0.6087,0.4921,0.5794,0.37
SM_K80|border|s99|a0.01,0.5801,0.6087,0.5,0.5794,0.37
K120|adasyn|a0.05|s13,0.5801,0.6087,0.4286,0.5794,0.36
MLP_s145_a0.01_lr0.001,0.5801,0.6087,0.4603,0.5794,0.53
MLP_s139_a0.01_lr0.0005,0.5801,0.6087,0.4683,0.5794,0.42
MLP_s144_a0.05_lr0.0005,0.5801,0.6087,0.4762,0.5794,0.44
MLP_s144_a0.01_lr0.001,0.5801,0.6087,0.4762,0.5794,0.42
MLP_s144_a0.01_lr0.0005,0.5801,0.6087,0.4841,0.5794,0.44
K90|smote|a0.05|s42,0.5801,0.6087,0.5238,0.5794,0.48
K90|smote|a0.001|s42,0.5801,0.6087,0.5238,0.5794,0.48
MLP_s18_a0.05_lr0.001,0.5801,0.6087,0.4524,0.5794,0.48
W6.0|K100|s99|a0.05,0.5801,0.6087,0.4921,0.5794,0.5
W6.0|K100|s99|a0.01,0.5801,0.6087,0.4921,0.5794,0.5
W6.0|K100|s99|a0.001,0.5801,0.6087,0.4921,0.5794,0.5
MLP_s296_a0.001_lr0.001,0.5801,0.6087,0.4921,0.5794,0.47
MLP_s296_a0.001_lr0.0005,0.5801,0.6087,0.4762,0.5794,0.46
MLP_s295_a0.05_lr0.0005,0.5801,0.6087,0.4841,0.5794,0.46
MLP_s80_a0.001_lr0.001,0.5801,0.6087,0.5317,0.5794,0.27
MLP_s145_a0.05_lr0.001,0.5801,0.6087,0.4603,0.5794,0.53
MLP_s51_a0.05_lr0.001,0.5801,0.6087,0.5238,0.5794,0.44
K70|tomek|a0.05|s76,0.5801,0.6087,0.4127,0.5794,0.39
SM_K80|smote|s99|a0.001,0.5801,0.6087,0.4921,0.5794,0.39
MLP_s120_a0.001_lr0.001,0.5801,0.6087,0.4444,0.5794,0.45
MLP_s165_a0.001_lr0.0005,0.5801,0.6087,0.4841,0.5794,0.51
MLP_s145_a0.001_lr0.001,0.5801,0.6087,0.4603,0.5794,0.53
MLP_s144_a0.05_lr0.001,0.5801,0.6087,0.4762,0.5794,0.42
SM_K80|smote|s0|a0.05,0.5801,0.6087,0.5079,0.5794,0.43
SM_K80|smote|s0|a0.01,0.5801,0.6087,0.5079,0.5794,0.43
SM_K80|smote|s0|a0.001,0.5801,0.6087,0.5079,0.5794,0.43
MLP_s144_a0.001_lr0.001,0.5801,0.6087,0.4762,0.5794,0.42
MLP_s144_a0.001_lr0.0005,0.5801,0.6087,0.4921,0.5794,0.46
K120|adasyn|a0.05|s0,0.5801,0.6087,0.4762,0.5794,0.48
MLP_s119_a0.05_lr0.0005,0.5801,0.6087,0.5476,0.5794,0.47
W5.0|K100|s99|a0.01,0.5801,0.6087,0.4921,0.5794,0.5
W5.0|K100|s99|a0.001,0.5801,0.6087,0.4921,0.5794,0.5
MLP_s55_a0.05_lr0.001,0.5801,0.6087,0.4603,0.5794,0.4
MLP_s55_a0.01_lr0.001,0.5801,0.6087,0.4524,0.5794,0.4
MLP_s228_a0.05_lr0.001,0.5801,0.6087,0.4841,0.5794,0.49
MLP_s260_a0.01_lr0.001,0.5801,0.6087,0.4841,0.5794,0.44
K90|adasyn|a0.01|s76,0.5801,0.6087,0.4683,0.5794,0.43
MLP_s258_a0.01_lr0.0005,0.5801,0.6087,0.4683,0.5794,0.51
MLP_s258_a0.001_lr0.0005,0.5801,0.6087,0.4683,0.5794,0.51
MLP_s214_a0.05_lr0.0005,0.5801,0.6087,0.5079,0.5794,0.45
MLP_s214_a0.01_lr0.0005,0.5801,0.6087,0.5,0.5794,0.45
MLP_s214_a0.001_lr0.0005,0.5801,0.6087,0.4921,0.5794,0.44
K80|smote|a0.05|s13,0.5801,0.6087,0.4365,0.5794,0.46
MLP_s232_a0.05_lr0.001,0.5801,0.6087,0.4048,0.5794,0.52
MLP_s232_a0.05_lr0.0005,0.5801,0.6087,0.4048,0.5794,0.52
MLP_s232_a0.01_lr0.001,0.5801,0.6087,0.4048,0.5794,0.52
MLP_s228_a0.01_lr0.001,0.5801,0.6087,0.4603,0.5794,0.49
MLP_s55_a0.001_lr0.001,0.5801,0.6087,0.4524,0.5794,0.4
MLP_s54_a0.01_lr0.001,0.5801,0.6087,0.5,0.5794,0.5
K120|adasyn|a0.01|s13,0.5801,0.6087,0.4286,0.5794,0.36
MLP_s167_a0.05_lr0.0005,0.5644,0.5652,0.5238,0.5833,0.1
MLP_s257_a0.05_lr0.0005,0.5644,0.5652,0.4683,0.6032,0.17
MLP_s257_a0.05_lr0.001,0.5644,0.5652,0.4683,0.6032,0.18
K90|adasyn|a0.001|s0,0.5644,0.5652,0.4524,0.5833,0.14
K90|adasyn|a0.01|s0,0.5644,0.5652,0.4524,0.5833,0.14
MLP_s5_a0.001_lr0.0005,0.5644,0.5652,0.5317,0.6032,0.4
MLP_s229_a0.001_lr0.001,0.5644,0.5652,0.5079,0.5833,0.23
K80|border|a0.05|s42,0.5644,0.5652,0.4524,0.5833,0.45
MLP_s170_a0.05_lr0.0005,0.5644,0.5652,0.5476,0.5833,0.46
MLP_s149_a0.001_lr0.0005,0.5644,0.5652,0.4286,0.5833,0.25
MLP_s287_a0.05_lr0.001,0.5644,0.5652,0.5079,0.6032,0.12
W4.0|K80|s99|a0.001,0.5644,0.5652,0.4444,0.5833,0.26
W4.0|K80|s99|a0.01,0.5644,0.5652,0.4524,0.5833,0.26
