Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
K100|adasyn|a0.01|s76,0.6734,0.6957,0.5635,0.6706,0.54
K200|tomek|a0.001|s0,0.6734,0.6957,0.5952,0.6706,0.59
MLP_s239_a0.01_lr0.0005,0.6734,0.6957,0.627,0.6706,0.47
MLP_s239_a0.001_lr0.0005,0.6734,0.6957,0.627,0.6706,0.47
MLP_s66_a0.001_lr0.0005,0.6734,0.6957,0.5873,0.6706,0.51
K150|smote|a0.01|s76,0.6734,0.6957,0.5794,0.6706,0.45
MLP_s91_a0.05_lr0.001,0.6618,0.7391,0.7143,0.6667,0.55
MLP_s115_a0.05_lr0.0005,0.6618,0.7391,0.6984,0.6667,0.6
MLP_s115_a0.01_lr0.001,0.6618,0.7391,0.619,0.6667,0.63
MLP_s115_a0.01_lr0.0005,0.6618,0.7391,0.6905,0.6667,0.6
MLP_s115_a0.001_lr0.001,0.6618,0.7391,0.6111,0.6667,0.63
MLP_s10_a0.05_lr0.0005,0.6618,0.7391,0.4524,0.6667,0.46
MLP_s10_a0.01_lr0.0005,0.6618,0.7391,0.4524,0.6667,0.46
MLP_s10_a0.001_lr0.0005,0.6618,0.7391,0.4524,0.6667,0.46
MLP_s255_a0.001_lr0.001,0.6618,0.7391,0.5556,0.6667,0.55
MLP_s225_a0.001_lr0.0005,0.6618,0.7391,0.6746,0.6667,0.62
K200|adasyn|a0.05|s42,0.6618,0.7391,0.4921,0.6667,0.55
MLP_s21_a0.05_lr0.001,0.6618,0.7391,0.6905,0.6667,0.55
MLP_s198_a0.05_lr0.001,0.6618,0.7391,0.5714,0.6667,0.53
MLP_s125_a0.01_lr0.001,0.6618,0.7391,0.6111,0.6667,0.53
MLP_s125_a0.05_lr0.001,0.6618,0.7391,0.6032,0.6667,0.53
K100|smote|a0.05|s13,0.6618,0.7391,0.6032,0.6667,0.55
K60|smote|a0.01|s99,0.6618,0.7391,0.627,0.6667,0.56
K200|tomek|a0.05|s42,0.6618,0.7391,0.4603,0.6667,0.57
MLP_s85_a0.001_lr0.001,0.6618,0.7391,0.5794,0.6667,0.57
K100|smote|a0.01|s13,0.6618,0.7391,0.6032,0.6667,0.55
K100|smote|a0.001|s13,0.6618,0.7391,0.6032,0.6667,0.55
MLP_s231_a0.001_lr0.001,0.6618,0.7391,0.4841,0.6667,0.56
MLP_s38_a0.05_lr0.001,0.6618,0.7391,0.5238,0.6667,0.61
MLP_s231_a0.01_lr0.001,0.6618,0.7391,0.4841,0.6667,0.56
MLP_s231_a0.05_lr0.001,0.6618,0.7391,0.4841,0.6667,0.56
K90|enn|a0.01|s76,0.6618,0.7391,0.6111,0.6667,0.8
MLP_s21_a0.001_lr0.001,0.6618,0.7391,0.6905,0.6667,0.55
K60|border|a0.05|s99,0.6618,0.7391,0.627,0.6667,0.56
MLP_s255_a0.001_lr0.0005,0.6618,0.7391,0.5238,0.6667,0.57
MLP_s115_a0.001_lr0.0005,0.6618,0.7391,0.6905,0.6667,0.6
MLP_s198_a0.001_lr0.001,0.6618,0.7391,0.5714,0.6667,0.53
K60|smote|a0.05|s99,0.6618,0.7391,0.627,0.6667,0.56
K60|border|a0.001|s99,0.6618,0.7391,0.627,0.6667,0.56
MLP_s260_a0.001_lr0.001,0.6618,0.7391,0.4841,0.6667,0.55
MLP_s255_a0.01_lr0.0005,0.6618,0.7391,0.5238,0.6667,0.57
MLP_s255_a0.05_lr0.0005,0.6618,0.7391,0.5159,0.6667,0.57
MLP_s125_a0.001_lr0.001,0.6618,0.7391,0.6032,0.6667,0.53
K90|enn|a0.05|s76,0.6618,0.7391,0.6111,0.6667,0.8
MLP_s85_a0.01_lr0.001,0.6618,0.7391,0.5794,0.6667,0.57
K90|enn|a0.001|s76,0.6618,0.7391,0.6111,0.6667,0.8
K60|smote|a0.001|s99,0.6618,0.7391,0.627,0.6667,0.56
MLP_s115_a0.05_lr0.001,0.6618,0.7391,0.6111,0.6667,0.63
MLP_s260_a0.05_lr0.001,0.6618,0.7391,0.4841,0.6667,0.55
K60|border|a0.01|s99,0.6618,0.7391,0.627,0.6667,0.56
MLP_s275_a0.001_lr0.0005,0.6618,0.7391,0.627,0.6667,0.55
MLP_s34_a0.01_lr0.0005,0.6618,0.7391,0.6349,0.6667,0.52
MLP_s34_a0.001_lr0.0005,0.6618,0.7391,0.6349,0.6667,0.53
K200|border|a0.01|s42,0.6618,0.7391,0.4762,0.6667,0.56
MLP_s70_a0.05_lr0.0005,0.6618,0.7391,0.5873,0.6667,0.5
MLP_s38_a0.001_lr0.001,0.6618,0.7391,0.5238,0.6667,0.61
MLP_s34_a0.05_lr0.0005,0.6618,0.7391,0.6349,0.6667,0.52
MLP_s38_a0.01_lr0.001,0.6618,0.7391,0.5238,0.6667,0.61
MLP_s225_a0.01_lr0.0005,0.6618,0.7391,0.6746,0.6667,0.62
K100|tomek|a0.001|s13,0.6618,0.7391,0.6032,0.6667,0.55
K100|tomek|a0.01|s13,0.6618,0.7391,0.6032,0.6667,0.55
K100|tomek|a0.05|s13,0.6618,0.7391,0.6032,0.6667,0.55
K200|tomek|a0.001|s42,0.6618,0.7391,0.4603,0.6667,0.57
MLP_s275_a0.05_lr0.0005,0.6618,0.7391,0.627,0.6667,0.55
MLP_s275_a0.01_lr0.0005,0.6618,0.7391,0.627,0.6667,0.55
MLP_s198_a0.01_lr0.001,0.6618,0.7391,0.5714,0.6667,0.53
K200|adasyn|a0.001|s42,0.6618,0.7391,0.4921,0.6667,0.55
MLP_s21_a0.05_lr0.0005,0.6618,0.7391,0.6587,0.6667,0.53
MLP_s21_a0.01_lr0.001,0.6618,0.7391,0.6905,0.6667,0.55
K200|adasyn|a0.01|s42,0.6618,0.7391,0.4921,0.6667,0.55
MLP_s2_a0.001_lr0.0005,0.6618,0.7391,0.6508,0.6667,0.52
MLP_s91_a0.001_lr0.001,0.6618,0.7391,0.7143,0.6667,0.55
MLP_s2_a0.05_lr0.0005,0.6618,0.7391,0.6508,0.6667,0.52
K70|border|a0.001|s42,0.6618,0.7391,0.4206,0.6667,0.61
MLP_s91_a0.01_lr0.001,0.6618,0.7391,0.7143,0.6667,0.55
K70|border|a0.01|s42,0.6618,0.7391,0.4206,0.6667,0.61
K70|border|a0.05|s42,0.6618,0.7391,0.4206,0.6667,0.62
MLP_s2_a0.01_lr0.0005,0.6618,0.7391,0.6508,0.6667,0.52
Voting_Top7,0.6618,0.7391,0.5873,0.6667,0.54
MLP_s146_a0.01_lr0.0005,0.6538,0.6957,0.619,0.6508,0.44
MLP_s146_a0.01_lr0.001,0.6538,0.6957,0.5952,0.6508,0.42
MLP_s146_a0.001_lr0.0005,0.6538,0.6957,0.619,0.6508,0.44
MLP_s146_a0.001_lr0.001,0.6538,0.6957,0.5952,0.6508,0.43
SM_K120|enn|s76|a0.01,0.6538,0.6957,0.5476,0.6508,0.53
SM_K120|enn|s76|a0.001,0.6538,0.6957,0.5476,0.6508,0.53
SM_K120|border|s0|a0.05,0.6538,0.6957,0.5556,0.6508,0.59
SM_K120|enn|s76|a0.05,0.6538,0.6957,0.5476,0.6508,0.53
MLP_s253_a0.05_lr0.0005,0.6538,0.6957,0.6825,0.6508,0.55
MLP_s15_a0.001_lr0.001,0.6538,0.6957,0.4603,0.6508,0.51
MLP_s253_a0.001_lr0.0005,0.6538,0.6957,0.6825,0.6508,0.55
MLP_s15_a0.05_lr0.001,0.6538,0.6957,0.4603,0.6508,0.51
SM_K120|border|s0|a0.01,0.6538,0.6957,0.5556,0.6508,0.59
MLP_s189_a0.01_lr0.001,0.6538,0.6957,0.5238,0.6508,0.49
MLP_s189_a0.05_lr0.001,0.6538,0.6957,0.5079,0.6508,0.5
SM_K120|border|s0|a0.001,0.6538,0.6957,0.5556,0.6508,0.59
MLP_s189_a0.001_lr0.001,0.6538,0.6957,0.5317,0.6508,0.49
MLP_s146_a0.05_lr0.0005,0.6538,0.6957,0.619,0.6508,0.43
K110|smote|a0.001|s76,0.6538,0.6957,0.5952,0.6508,0.59
MLP_s66_a0.001_lr0.001,0.6538,0.6957,0.6984,0.6508,0.53
MLP_s134_a0.001_lr0.001,0.6538,0.6957,0.6429,0.6508,0.59
K150|smote|a0.01|s0,0.6538,0.6957,0.5556,0.6508,0.34
K150|smote|a0.05|s0,0.6538,0.6957,0.5635,0.6508,0.35
K110|smote|a0.01|s76,0.6538,0.6957,0.5952,0.6508,0.6
MLP_s132_a0.05_lr0.001,0.6538,0.6957,0.4444,0.6508,0.48
MLP_s132_a0.01_lr0.001,0.6538,0.6957,0.4444,0.6508,0.48
MLP_s132_a0.001_lr0.001,0.6538,0.6957,0.4444,0.6508,0.48
MLP_s78_a0.01_lr0.0005,0.6538,0.6957,0.5397,0.6508,0.5
MLP_s78_a0.001_lr0.0005,0.6538,0.6957,0.5556,0.6508,0.49
MLP_s84_a0.001_lr0.001,0.6538,0.6957,0.5794,0.6508,0.49
MLP_s84_a0.01_lr0.001,0.6538,0.6957,0.5794,0.6508,0.49
MLP_s84_a0.05_lr0.001,0.6538,0.6957,0.5794,0.6508,0.49
K130|adasyn|a0.01|s42,0.6538,0.6957,0.6032,0.6508,0.54
K150|smote|a0.001|s0,0.6538,0.6957,0.5556,0.6508,0.35
K130|adasyn|a0.05|s42,0.6538,0.6957,0.6032,0.6508,0.54
K130|adasyn|a0.001|s42,0.6538,0.6957,0.6032,0.6508,0.54
MLP_s239_a0.001_lr0.001,0.6538,0.6957,0.619,0.6508,0.51
MLP_s239_a0.01_lr0.001,0.6538,0.6957,0.619,0.6508,0.51
MLP_s19_a0.05_lr0.001,0.6538,0.6957,0.5317,0.6508,0.54
MLP_s15_a0.01_lr0.001,0.6538,0.6957,0.4603,0.6508,0.51
MLP_s86_a0.01_lr0.001,0.6538,0.6957,0.5794,0.6508,0.52
MLP_s239_a0.05_lr0.001,0.6538,0.6957,0.619,0.6508,0.51
MLP_s86_a0.05_lr0.001,0.6538,0.6957,0.5714,0.6508,0.49
MLP_s253_a0.01_lr0.0005,0.6538,0.6957,0.6825,0.6508,0.55
K120|adasyn|a0.05|s99,0.6538,0.6957,0.6111,0.6508,0.47
MLP_s86_a0.05_lr0.0005,0.6538,0.6957,0.5635,0.6508,0.44
MLP_s86_a0.01_lr0.0005,0.6538,0.6957,0.5635,0.6508,0.44
K120|adasyn|a0.001|s99,0.6538,0.6957,0.6111,0.6508,0.47
MLP_s19_a0.001_lr0.001,0.6538,0.6957,0.5317,0.6508,0.54
MLP_s19_a0.01_lr0.001,0.6538,0.6957,0.5317,0.6508,0.54
MLP_s219_a0.001_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.23
MLP_s219_a0.001_lr0.001,0.6515,0.6522,0.5952,0.6746,0.19
K60|enn|a0.05|s0,0.6515,0.6522,0.6587,0.6944,0.6
MLP_s153_a0.001_lr0.001,0.6515,0.6522,0.5635,0.6746,0.48
MLP_s37_a0.001_lr0.001,0.6515,0.6522,0.5635,0.6746,0.43
MLP_s37_a0.05_lr0.001,0.6515,0.6522,0.5714,0.6746,0.43
MLP_s138_a0.05_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s137_a0.01_lr0.0005,0.6515,0.6522,0.5794,0.6746,0.38
K200|tomek|a0.001|s13,0.6515,0.6522,0.6508,0.6746,0.38
K200|tomek|a0.01|s13,0.6515,0.6522,0.6508,0.6746,0.38
MLP_s268_a0.01_lr0.001,0.6515,0.6522,0.5714,0.6746,0.32
MLP_s137_a0.001_lr0.001,0.6515,0.6522,0.6429,0.6944,0.38
MLP_s137_a0.001_lr0.0005,0.6515,0.6522,0.5794,0.6746,0.38
MLP_s268_a0.05_lr0.001,0.6515,0.6522,0.5794,0.6746,0.32
MLP_s282_a0.05_lr0.001,0.6515,0.6522,0.5397,0.6746,0.21
MLP_s91_a0.01_lr0.0005,0.6515,0.6522,0.6984,0.6746,0.43
MLP_s91_a0.001_lr0.0005,0.6515,0.6522,0.6905,0.6746,0.43
MLP_s91_a0.05_lr0.0005,0.6515,0.6522,0.6984,0.6746,0.43
MLP_s282_a0.01_lr0.001,0.6515,0.6522,0.5556,0.6746,0.2
MLP_s282_a0.001_lr0.001,0.6515,0.6522,0.5556,0.6746,0.19
K200|enn|a0.01|s13,0.6515,0.6522,0.5873,0.6746,0.41
MLP_s279_a0.01_lr0.001,0.6515,0.6522,0.5714,0.6746,0.41
W2.0|K120|s13|a0.01,0.6515,0.6522,0.6032,0.6746,0.41
W2.0|K120|s13|a0.05,0.6515,0.6522,0.6032,0.6746,0.41
W3.0|K120|s13|a0.001,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s81_a0.05_lr0.0005,0.6515,0.6522,0.5794,0.6746,0.22
MLP_s138_a0.05_lr0.001,0.6515,0.6522,0.6032,0.6746,0.44
K200|enn|a0.05|s13,0.6515,0.6522,0.5873,0.6746,0.41
K200|enn|a0.001|s13,0.6515,0.6522,0.5873,0.6746,0.41
MLP_s161_a0.05_lr0.001,0.6515,0.6522,0.5873,0.6746,0.24
MLP_s138_a0.001_lr0.001,0.6515,0.6522,0.6032,0.6746,0.44
MLP_s138_a0.01_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s138_a0.01_lr0.001,0.6515,0.6522,0.6032,0.6746,0.44
MLP_s138_a0.001_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s137_a0.01_lr0.001,0.6515,0.6522,0.6349,0.6746,0.39
MLP_s137_a0.05_lr0.0005,0.6515,0.6522,0.5794,0.6746,0.38
MLP_s137_a0.05_lr0.001,0.6515,0.6522,0.627,0.6746,0.39
MLP_s37_a0.01_lr0.001,0.6515,0.6522,0.5635,0.6746,0.43
MLP_s113_a0.01_lr0.001,0.6515,0.6522,0.5794,0.6746,0.34
MLP_s248_a0.05_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.52
MLP_s248_a0.05_lr0.001,0.6515,0.6522,0.5794,0.6944,0.14
MLP_s124_a0.01_lr0.0005,0.6515,0.6522,0.6746,0.6746,0.42
MLP_s113_a0.05_lr0.001,0.6515,0.6522,0.5873,0.6746,0.33
MLP_s219_a0.05_lr0.001,0.6515,0.6522,0.6032,0.6746,0.19
MLP_s113_a0.001_lr0.001,0.6515,0.6522,0.5952,0.6746,0.36
K120|smote|a0.001|s13,0.6515,0.6522,0.619,0.6746,0.4
MLP_s219_a0.01_lr0.001,0.6515,0.6522,0.6032,0.6746,0.21
MLP_s219_a0.05_lr0.0005,0.6515,0.6522,0.627,0.6746,0.23
W3.0|K120|s13|a0.01,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s17_a0.01_lr0.001,0.6515,0.6522,0.6429,0.6746,0.42
K120|smote|a0.05|s13,0.6515,0.6522,0.619,0.6746,0.4
MLP_s56_a0.05_lr0.001,0.6515,0.6522,0.5873,0.6746,0.42
MLP_s56_a0.05_lr0.0005,0.6515,0.6522,0.5635,0.6746,0.44
W2.0|K120|s13|a0.001,0.6515,0.6522,0.6032,0.6746,0.41
K120|border|a0.05|s13,0.6515,0.6522,0.5635,0.6746,0.26
K120|adasyn|a0.01|s99,0.6515,0.6522,0.619,0.6746,0.37
K60|enn|a0.01|s0,0.6515,0.6522,0.6587,0.6944,0.6
K120|smote|a0.01|s13,0.6515,0.6522,0.619,0.6746,0.4
K60|enn|a0.001|s0,0.6515,0.6522,0.6587,0.6944,0.6
W5.0|K120|s13|a0.05,0.6515,0.6522,0.6032,0.6746,0.41
W5.0|K120|s13|a0.01,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s248_a0.001_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.52
W5.0|K120|s13|a0.001,0.6515,0.6522,0.6032,0.6746,0.41
W4.0|K120|s13|a0.05,0.6515,0.6522,0.6032,0.6746,0.41
W4.0|K120|s13|a0.001,0.6515,0.6522,0.6032,0.6746,0.41
W4.0|K120|s13|a0.01,0.6515,0.6522,0.6032,0.6746,0.41
W3.0|K120|s13|a0.05,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s12_a0.05_lr0.0005,0.6515,0.6522,0.5556,0.6746,0.19
MLP_s12_a0.01_lr0.0005,0.6515,0.6522,0.5476,0.6746,0.17
MLP_s248_a0.01_lr0.0005,0.6515,0.6522,0.6032,0.6746,0.52
MLP_s211_a0.05_lr0.001,0.6515,0.6522,0.5556,0.6746,0.25
MLP_s211_a0.05_lr0.0005,0.6515,0.6522,0.5476,0.6746,0.2
MLP_s211_a0.001_lr0.0005,0.6515,0.6522,0.5714,0.6746,0.22
MLP_s211_a0.01_lr0.0005,0.6515,0.6522,0.5556,0.6746,0.19
K70|enn|a0.05|s0,0.6515,0.6522,0.6111,0.6746,0.68
K70|enn|a0.05|s13,0.6515,0.6522,0.6111,0.6746,0.47
K70|enn|a0.01|s0,0.6515,0.6522,0.6111,0.6746,0.69
MLP_s56_a0.01_lr0.001,0.6515,0.6522,0.5952,0.6746,0.42
K70|enn|a0.01|s13,0.6515,0.6522,0.6111,0.6746,0.47
K70|enn|a0.001|s0,0.6515,0.6522,0.619,0.6746,0.7
MLP_s12_a0.001_lr0.0005,0.6515,0.6522,0.5476,0.6746,0.17
MLP_s92_a0.05_lr0.001,0.6515,0.6522,0.627,0.6746,0.33
W6.0|K120|s13|a0.05,0.6515,0.6522,0.6032,0.6746,0.41
W6.0|K120|s13|a0.01,0.6515,0.6522,0.6032,0.6746,0.41
W6.0|K120|s13|a0.001,0.6515,0.6522,0.6032,0.6746,0.41
MLP_s92_a0.01_lr0.001,0.6515,0.6522,0.6429,0.6746,0.34
MLP_s187_a0.01_lr0.001,0.6462,0.6522,0.4762,0.6548,0.4
MLP_s221_a0.001_lr0.0005,0.6462,0.6522,0.6349,0.6548,0.45
MLP_s221_a0.05_lr0.0005,0.6462,0.6522,0.6349,0.6548,0.45
MLP_s221_a0.01_lr0.0005,0.6462,0.6522,0.627,0.6548,0.45
MLP_s16_a0.05_lr0.001,0.6462,0.6522,0.5238,0.6548,0.33
MLP_s153_a0.05_lr0.0005,0.6462,0.6522,0.5476,0.6548,0.48
MLP_s153_a0.01_lr0.0005,0.6462,0.6522,0.5476,0.6548,0.48
K80|adasyn|a0.05|s76,0.6462,0.6522,0.4841,0.6548,0.34
SM_K120|border|s99|a0.05,0.6462,0.6522,0.5397,0.6548,0.14
SM_K120|border|s99|a0.001,0.6462,0.6522,0.5397,0.6548,0.14
MLP_s16_a0.05_lr0.0005,0.6462,0.6522,0.5794,0.6548,0.29
MLP_s16_a0.01_lr0.001,0.6462,0.6522,0.5238,0.6548,0.32
MLP_s16_a0.01_lr0.0005,0.6462,0.6522,0.5794,0.6548,0.3
MLP_s16_a0.001_lr0.001,0.6462,0.6522,0.5238,0.6548,0.32
MLP_s16_a0.001_lr0.0005,0.6462,0.6522,0.5714,0.6548,0.3
MLP_s21_a0.001_lr0.0005,0.6462,0.6522,0.6587,0.6548,0.47
K200|enn|a0.05|s99,0.6462,0.6522,0.5,0.6548,0.52
MLP_s161_a0.001_lr0.001,0.6462,0.6522,0.5714,0.6548,0.3
MLP_s291_a0.05_lr0.001,0.6462,0.6522,0.5079,0.6548,0.34
MLP_s291_a0.01_lr0.001,0.6462,0.6522,0.5079,0.6548,0.34
K80|enn|a0.05|s13,0.6462,0.6522,0.6111,0.6548,0.81
K80|enn|a0.01|s13,0.6462,0.6522,0.6111,0.6548,0.81
K80|enn|a0.001|s13,0.6462,0.6522,0.619,0.6548,0.81
MLP_s153_a0.001_lr0.0005,0.6462,0.6522,0.5476,0.6548,0.48
K200|adasyn|a0.05|s13,0.6462,0.6522,0.6032,0.6548,0.43
K200|enn|a0.01|s99,0.6462,0.6522,0.5,0.6548,0.52
MLP_s21_a0.01_lr0.0005,0.6462,0.6522,0.6587,0.6548,0.47
K200|enn|a0.001|s99,0.6462,0.6522,0.5,0.6548,0.52
K200|adasyn|a0.01|s13,0.6462,0.6522,0.6032,0.6548,0.43
K200|adasyn|a0.001|s13,0.6462,0.6522,0.6032,0.6548,0.43
K150|smote|a0.05|s76,0.6462,0.6522,0.5873,0.6548,0.45
K200|smote|a0.05|s13,0.6462,0.6522,0.5873,0.6548,0.39
K200|smote|a0.01|s13,0.6462,0.6522,0.5873,0.6548,0.39
K200|smote|a0.001|s99,0.6462,0.6522,0.5397,0.6548,0.41
K200|smote|a0.001|s13,0.6462,0.6522,0.5873,0.6548,0.39
MLP_s289_a0.05_lr0.001,0.6462,0.6522,0.5952,0.6548,0.47
MLP_s289_a0.05_lr0.0005,0.6462,0.6522,0.6032,0.6548,0.46
MLP_s289_a0.01_lr0.001,0.6462,0.6522,0.5635,0.6548,0.46
MLP_s289_a0.001_lr0.001,0.6462,0.6522,0.5635,0.6548,0.47
MLP_s216_a0.05_lr0.0005,0.6462,0.6522,0.5238,0.6548,0.39
MLP_s216_a0.01_lr0.0005,0.6462,0.6522,0.5238,0.6548,0.39
MLP_s216_a0.001_lr0.0005,0.6462,0.6522,0.5238,0.6548,0.39
K150|adasyn|a0.05|s76,0.6462,0.6522,0.627,0.6548,0.47
MLP_s40_a0.001_lr0.001,0.6462,0.6522,0.5794,0.6548,0.4
MLP_s40_a0.001_lr0.0005,0.6462,0.6522,0.5952,0.6548,0.4
K130|tomek|a0.05|s99,0.6462,0.6522,0.5873,0.6548,0.35
MLP_s40_a0.05_lr0.0005,0.6462,0.6522,0.5952,0.6548,0.4
MLP_s40_a0.01_lr0.0005,0.6462,0.6522,0.5952,0.6548,0.4
MLP_s127_a0.05_lr0.001,0.6462,0.6522,0.5079,0.6548,0.44
MLP_s127_a0.01_lr0.001,0.6462,0.6522,0.5079,0.6548,0.44
K110|smote|a0.001|s99,0.6462,0.6522,0.5952,0.6548,0.33
K100|adasyn|a0.001|s0,0.6462,0.6522,0.5714,0.6548,0.44
MLP_s81_a0.01_lr0.0005,0.6462,0.6522,0.5714,0.6548,0.24
MLP_s81_a0.001_lr0.0005,0.6462,0.6522,0.5714,0.6548,0.24
K100|adasyn|a0.05|s0,0.6462,0.6522,0.5714,0.6548,0.44
K100|adasyn|a0.01|s0,0.6462,0.6522,0.5714,0.6548,0.44
K130|tomek|a0.01|s99,0.6462,0.6522,0.5952,0.6548,0.36
K130|tomek|a0.001|s99,0.6462,0.6522,0.5873,0.6548,0.35
K130|smote|a0.05|s42,0.6462,0.6522,0.5476,0.6548,0.46
K130|smote|a0.01|s42,0.6462,0.6522,0.5556,0.6548,0.44
K120|tomek|a0.05|s99,0.6462,0.6522,0.6746,0.6548,0.41
K120|tomek|a0.01|s99,0.6462,0.6522,0.6746,0.6548,0.41
K120|tomek|a0.001|s99,0.6462,0.6522,0.6825,0.6548,0.41
K120|smote|a0.05|s76,0.6462,0.6522,0.5317,0.6548,0.39
MLP_s193_a0.05_lr0.001,0.6462,0.6522,0.5,0.6548,0.45
MLP_s193_a0.05_lr0.0005,0.6462,0.6522,0.5159,0.6548,0.5
MLP_s193_a0.01_lr0.0005,0.6462,0.6522,0.5238,0.6548,0.49
MLP_s193_a0.001_lr0.001,0.6462,0.6522,0.4841,0.6548,0.45
MLP_s193_a0.001_lr0.0005,0.6462,0.6522,0.5079,0.6548,0.49
MLP_s56_a0.001_lr0.0005,0.6462,0.6522,0.5714,0.6548,0.46
K120|smote|a0.001|s76,0.6462,0.6522,0.5317,0.6548,0.39
K120|smote|a0.01|s76,0.6462,0.6522,0.5317,0.6548,0.4
K110|smote|a0.05|s99,0.6462,0.6522,0.6032,0.6548,0.34
K110|smote|a0.01|s99,0.6462,0.6522,0.5873,0.6548,0.33
MLP_s291_a0.001_lr0.001,0.6462,0.6522,0.5,0.6548,0.34
MLP_s113_a0.001_lr0.0005,0.6462,0.6522,0.6111,0.6548,0.44
MLP_s190_a0.01_lr0.001,0.6462,0.6522,0.5952,0.6548,0.42
MLP_s190_a0.05_lr0.001,0.6349,0.6522,0.5794,0.6349,0.45
SM_K120|smote|s42|a0.001,0.6349,0.6522,0.5476,0.6349,0.49
SM_K100|border|s76|a0.05,0.6349,0.6522,0.5556,0.6349,0.42
SM_K100|border|s76|a0.01,0.6349,0.6522,0.5556,0.6349,0.42
MLP_s218_a0.01_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.47
SM_K100|border|s76|a0.001,0.6349,0.6522,0.5556,0.6349,0.42
SM_K120|smote|s0|a0.01,0.6349,0.6522,0.5238,0.6349,0.5
SM_K120|smote|s42|a0.05,0.6349,0.6522,0.5317,0.6349,0.49
SM_K120|smote|s42|a0.01,0.6349,0.6522,0.5476,0.6349,0.49
MLP_s218_a0.05_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.47
MLP_s266_a0.01_lr0.0005,0.6349,0.6522,0.5079,0.6349,0.42
MLP_s266_a0.01_lr0.001,0.6349,0.6522,0.5159,0.6349,0.42
MLP_s113_a0.01_lr0.0005,0.6349,0.6522,0.6111,0.6349,0.45
MLP_s266_a0.05_lr0.0005,0.6349,0.6522,0.5079,0.6349,0.41
K110|adasyn|a0.001|s0,0.6349,0.6522,0.6032,0.6349,0.49
MLP_s271_a0.05_lr0.001,0.6349,0.6522,0.4921,0.6349,0.52
MLP_s66_a0.05_lr0.0005,0.6349,0.6522,0.5794,0.6349,0.5
K110|adasyn|a0.01|s0,0.6349,0.6522,0.6032,0.6349,0.49
K110|adasyn|a0.05|s0,0.6349,0.6522,0.619,0.6349,0.49
MLP_s63_a0.05_lr0.001,0.6349,0.6522,0.5556,0.6349,0.46
MLP_s266_a0.001_lr0.0005,0.6349,0.6522,0.5,0.6349,0.41
MLP_s266_a0.001_lr0.001,0.6349,0.6522,0.5079,0.6349,0.43
MLP_s63_a0.001_lr0.001,0.6349,0.6522,0.5397,0.6349,0.46
K130|smote|a0.001|s42,0.6349,0.6522,0.5635,0.6349,0.49
K130|smote|a0.001|s13,0.6349,0.6522,0.5873,0.6349,0.52
K130|smote|a0.01|s13,0.6349,0.6522,0.5794,0.6349,0.52
MLP_s249_a0.001_lr0.0005,0.6349,0.6522,0.5159,0.6349,0.33
MLP_s249_a0.001_lr0.001,0.6349,0.6522,0.5714,0.6349,0.36
MLP_s249_a0.01_lr0.0005,0.6349,0.6522,0.5317,0.6349,0.34
MLP_s249_a0.01_lr0.001,0.6349,0.6522,0.5556,0.6349,0.34
MLP_s249_a0.05_lr0.0005,0.6349,0.6522,0.5317,0.6349,0.33
MLP_s249_a0.05_lr0.001,0.6349,0.6522,0.5556,0.6349,0.36
MLP_s246_a0.001_lr0.0005,0.6349,0.6522,0.5635,0.6349,0.5
MLP_s246_a0.01_lr0.0005,0.6349,0.6522,0.5556,0.6349,0.47
MLP_s247_a0.05_lr0.0005,0.6349,0.6522,0.5873,0.6349,0.48
MLP_s247_a0.05_lr0.001,0.6349,0.6522,0.5873,0.6349,0.47
MLP_s247_a0.01_lr0.0005,0.6349,0.6522,0.5794,0.6349,0.48
MLP_s247_a0.001_lr0.0005,0.6349,0.6522,0.5794,0.6349,0.48
K130|tomek|a0.001|s42,0.6349,0.6522,0.6032,0.6349,0.5
K130|tomek|a0.01|s13,0.6349,0.6522,0.5714,0.6349,0.51
K130|tomek|a0.01|s42,0.6349,0.6522,0.6032,0.6349,0.5
K130|tomek|a0.001|s13,0.6349,0.6522,0.5714,0.6349,0.51
MLP_s243_a0.01_lr0.0005,0.6349,0.6522,0.4603,0.6349,0.48
MLP_s243_a0.001_lr0.0005,0.6349,0.6522,0.4603,0.6349,0.48
K130|smote|a0.05|s13,0.6349,0.6522,0.5794,0.6349,0.52
MLP_s49_a0.001_lr0.001,0.6349,0.6522,0.5397,0.6349,0.5
MLP_s49_a0.05_lr0.001,0.6349,0.6522,0.5476,0.6349,0.5
MLP_s49_a0.05_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.48
